ip,rtt,ttl
182.34.173.86,11,246
182.34.183.105,8,54
182.34.170.215,7,246
182.34.188.70,10,54
182.34.188.157,9,54
182.34.175.75,14,246
182.34.182.122,8,54
182.34.173.152,8,246
182.34.174.1,7,246
182.34.189.76,11,54
182.34.170.107,9,246
182.34.170.232,9,246
182.34.171.34,6,246
182.34.175.32,9,246
182.34.188.2,12,54
182.34.175.103,9,246
182.34.170.245,7,246
182.34.190.115,12,54
182.34.190.173,10,54
182.34.189.33,11,54
182.34.171.201,12,246
182.34.172.198,8,246
182.34.191.84,10,54
182.34.172.208,12,246
182.34.168.56,11,54
182.34.173.43,7,246
182.34.175.221,8,246
182.34.172.30,8,246
182.34.171.152,10,246
182.34.175.138,6,246
182.34.175.167,8,246
182.34.171.7,9,246
182.34.174.7,9,246
182.34.174.46,8,246
182.34.170.192,9,246
182.34.173.196,9,246
182.34.171.111,9,246
182.34.191.35,11,54
182.34.172.42,9,246
182.34.190.146,15,54
182.34.168.118,9,54
182.34.183.82,9,54
182.34.174.196,8,246
182.34.183.43,13,54
182.34.189.168,10,54
182.34.189.139,14,54
182.34.173.105,10,246
182.34.188.47,10,54
182.34.170.208,10,246
182.34.191.181,10,54
182.34.174.65,9,246
182.34.188.197,9,54
182.34.175.130,6,246
182.34.172.225,9,246
182.34.182.141,11,118
182.34.171.245,9,246
182.34.170.176,9,246
182.34.190.91,10,54
182.34.171.157,8,246
182.34.168.122,10,54
182.34.188.66,10,54
182.34.173.109,7,246
182.34.173.158,6,246
182.34.175.56,11,246
182.34.175.54,12,246
182.34.190.59,12,54
182.34.191.40,9,54
182.34.173.89,7,246
182.34.182.194,7,54
182.34.182.145,10,54
182.34.173.201,10,246
182.34.172.128,11,246
182.34.173.69,8,246
182.34.175.247,9,246
182.34.182.125,10,54
182.34.189.55,9,54
182.34.189.57,10,54
182.34.170.100,8,246
182.34.182.105,9,54
182.34.170.186,10,246
182.34.171.72,9,246
182.34.171.254,7,246
182.34.171.91,9,246
182.34.172.21,7,246
182.34.174.184,11,246
182.34.174.211,12,246
182.34.172.234,11,246
182.34.168.43,11,54
182.34.190.211,10,54
182.34.191.137,12,54
182.34.173.30,11,246
182.34.168.32,12,54
182.34.175.81,9,246
182.34.190.69,10,54
182.34.173.19,8,246
182.34.175.208,12,246
182.34.183.247,11,54
182.34.191.160,11,54
182.34.175.197,8,246
182.34.182.66,8,54
182.34.174.90,11,246
182.34.188.212,11,54
182.34.171.231,8,246
182.34.183.126,10,54
182.34.170.104,11,246
182.34.174.189,8,246
182.34.189.243,9,54
182.34.174.53,12,246
182.34.171.226,8,246
182.34.188.190,10,54
182.34.183.225,109,21
182.34.172.196,8,246
182.34.191.109,13,54
182.34.174.171,8,246
182.34.170.195,8,246
182.34.171.123,6,246
182.34.170.148,8,246
182.34.168.10,12,54
182.34.172.8,10,246
182.34.172.37,10,246
182.34.172.253,7,246
182.34.172.206,7,246
182.34.175.175,14,246
182.34.190.78,13,54
182.34.190.31,8,54
182.34.171.247,10,246
182.34.191.147,9,54
