ip,rtt,ttl
119.165.91.109,8,55
119.165.218.245,7,55
119.165.177.192,8,55
119.165.84.54,4,55
119.165.137.133,9,55
119.165.145.216,9,55
119.165.174.180,9,55
119.165.114.247,9,55
119.165.170.143,2,55
119.165.68.86,6,55
119.165.49.174,2,55
119.165.182.45,2,55
119.165.199.254,8,55
119.165.180.65,2,55
119.165.150.15,9,55
119.165.243.49,6,55
119.165.235.176,6,55
119.165.133.23,8,55
119.165.227.212,7,55
119.165.93.250,7,55
119.165.86.162,6,55
119.165.159.73,8,55
119.165.248.150,3,55
119.165.94.136,7,55
119.165.195.166,2,55
119.165.196.105,3,55
119.165.6.37,6,55
119.165.12.68,7,55
119.165.238.110,7,55
119.165.73.86,7,55
119.165.245.80,2,55
119.165.91.54,7,55
119.165.15.103,6,55
119.165.121.216,13,55
119.165.96.128,3,55
119.165.130.66,11,55
119.165.225.33,4,55
119.165.96.73,7,55
119.165.178.14,6,55
119.165.148.159,8,55
119.165.92.27,6,55
119.165.123.48,11,55
119.165.145.173,15,55
119.165.179.115,1,55
119.165.127.53,4,55
119.165.182.65,2,55
119.165.252.239,2,55
119.165.154.192,7,55
119.165.167.16,4,55
119.165.236.169,2,55
119.165.167.198,4,55
119.165.56.239,11,55
119.165.235.196,6,55
119.165.89.201,2,55
119.165.202.68,2,55
119.165.102.217,4,55
119.165.120.248,3,55
119.165.19.200,6,55
119.165.140.50,10,55
119.165.243.139,2,55
119.165.171.180,3,55
119.165.3.52,6,55
119.165.94.16,4,55
119.165.236.189,6,55
119.165.38.229,10,55
119.165.142.208,8,55
119.165.108.168,7,55
119.165.51.187,11,55
119.165.21.228,1,55
119.165.20.29,7,55
119.165.103.172,8,55
119.165.94.220,6,55
119.165.58.252,6,55
119.165.203.236,9,55
119.165.5.212,8,55
119.165.129.98,10,55
119.165.15.93,6,55
119.165.249.132,12,55
119.165.82.191,11,55
119.165.210.4,11,55
119.165.99.16,7,55
119.165.135.40,11,55
119.165.99.71,6,55
119.165.230.185,5,55
119.165.97.46,4,55
119.165.77.251,1,55
119.165.185.152,6,55
119.165.158.218,7,55
119.165.126.16,13,55
119.165.181.115,6,55
119.165.132.27,7,55
119.165.212.121,9,55
119.165.214.212,2,55
119.165.166.118,3,55
119.165.63.122,10,55
119.165.170.254,9,55
119.165.179.226,2,55
119.165.85.16,5,55
119.165.0.142,5,55
119.165.194.79,1,55
119.165.68.188,9,55
119.165.180.152,4,55
119.165.243.159,4,55
119.165.28.224,6,55
119.165.102.97,8,55
119.165.110.156,10,55
119.165.30.9,5,55
119.165.90.164,4,55
119.165.217.233,5,55
119.165.209.248,5,55
119.165.134.72,9,55
119.165.11.233,7,55
119.165.209.53,9,55
119.165.23.3,6,55
119.165.253.246,7,55
119.165.51.169,11,55
119.165.59.253,11,55
119.165.142.67,7,55
119.165.105.109,4,55
119.165.103.45,12,55
119.165.233.31,6,55
119.165.105.164,8,55
119.165.7.4,2,55
119.165.158.175,9,55
119.165.198.108,3,55
119.165.136.128,9,55
119.165.197.166,4,55
119.165.112.235,8,55
119.165.113.34,7,55
119.165.99.245,11,55
119.165.239.162,6,55
119.165.165.6,7,55
119.165.161.232,9,55
119.165.138.17,11,55
119.165.106.82,12,55
119.165.8.184,1,55
119.165.221.0,1,55
119.165.170.100,2,55
119.165.70.131,1,55
119.165.208.11,2,55
119.165.87.107,6,55
119.165.181.226,6,55
119.165.31.207,2,55
119.165.108.190,5,55
119.165.147.94,14,55
119.165.29.53,5,55
119.165.217.26,6,55
119.165.15.12,6,55
119.165.155.210,12,55
119.165.65.63,8,55
119.165.104.0,8,55
119.165.32.248,5,55
119.165.29.255,6,55
119.165.141.99,11,55
119.165.58.234,11,55
119.165.117.254,13,55
119.165.95.183,2,55
119.165.78.97,2,55
119.165.224.21,8,55
119.165.72.144,3,55
119.165.208.31,9,55
119.165.120.173,4,55
119.165.189.223,7,55
119.165.22.178,3,55
119.165.144.225,14,55
119.165.150.37,13,55
119.165.110.178,7,55
119.165.32.36,6,55
119.165.144.1,5,247
119.165.223.70,6,55
119.165.59.235,6,55
119.165.229.173,4,55
119.165.159.11,12,55
119.165.32.238,6,55
119.165.224.9,7,55
119.165.111.126,11,55
119.165.98.126,12,55
119.165.153.50,13,55
119.165.119.191,3,55
119.165.13.25,6,55
119.165.14.205,1,55
119.165.179.72,1,55
119.165.92.126,2,55
119.165.246.132,6,119
119.165.119.246,8,55
119.165.164.219,8,55
119.165.198.186,8,55
119.165.113.208,7,55
119.165.0.42,2,55
119.165.177.216,6,55
119.165.181.72,1,55
119.165.122.165,8,55
119.165.234.136,2,55
119.165.210.231,8,55
119.165.146.57,13,55
119.165.250.184,8,55
119.165.174.83,9,55
119.165.100.207,5,55
119.165.154.214,8,55
119.165.149.0,13,55
119.165.193.240,4,55
119.165.213.104,3,55
119.165.85.118,7,55
119.165.194.166,7,55
119.165.215.175,8,55
119.165.38.171,2,55
119.165.167.136,8,55
119.165.2.200,2,55
119.165.117.134,8,55
119.165.232.19,2,55
119.165.65.45,6,55
119.165.80.110,6,55
119.165.228.222,7,55
119.165.29.174,6,55
119.165.152.82,8,55
119.165.129.23,10,55
119.165.229.161,7,55
119.165.6.144,6,55
119.165.104.219,8,55
119.165.118.82,12,55
119.165.16.60,7,55
119.165.157.227,10,55
119.165.122.110,7,55
119.165.51.26,6,55
119.165.5.104,2,55
119.165.81.249,2,55
119.165.121.1,3,55
119.165.32.157,6,55
119.165.6.176,2,55
119.165.112.89,3,55
119.165.133.253,11,55
119.165.23.226,2,55
119.165.232.7,6,55
119.165.238.150,6,55
119.165.218.204,5,55
119.165.157.3,15,55
119.165.8.84,2,55
119.165.131.15,7,55
119.165.255.42,6,55
119.165.211.53,7,55
119.165.241.11,2,55
119.165.130.216,11,55
119.165.153.177,8,55
119.165.163.153,3,55
119.165.25.150,6,55
119.165.107.44,6,55
119.165.123.83,13,55
119.165.212.154,2,55
119.165.200.142,2,55
119.165.171.118,3,55
119.165.120.53,4,55
119.165.221.219,6,55
119.165.27.8,2,55
119.165.201.68,6,55
119.165.215.195,9,119
119.165.14.105,6,55
119.165.109.32,4,55
119.165.193.86,5,55
119.165.180.90,1,55
119.165.242.99,7,55
119.165.133.111,12,55
119.165.227.115,4,55
119.165.214.245,7,55
119.165.92.228,6,55
119.165.166.140,8,55
119.165.221.239,5,55
119.165.208.118,9,55
119.165.58.91,6,55
119.165.140.138,11,55
119.165.80.92,2,55
119.165.39.36,1,55
119.165.11.125,6,55
119.165.237.199,6,55
119.165.89.222,6,55
119.165.160.60,7,55
119.165.51.111,10,55
119.165.52.57,6,55
119.165.53.250,6,55
119.165.162.116,3,55
119.165.129.107,11,55
119.165.119.45,7,55
119.165.15.200,7,55
119.165.30.222,6,55
119.165.126.51,3,55
119.165.170.122,2,55
119.165.1.14,2,55
119.165.135.190,8,55
119.165.17.140,7,55
119.165.252.33,6,55
119.165.221.33,6,55
119.165.135.245,12,55
119.165.199.244,8,55
119.165.115.244,12,55
119.165.101.53,12,55
119.165.235.99,1,55
119.165.227.135,4,55
119.165.182.90,6,55
119.165.20.42,2,55
119.165.59.92,6,55
119.165.168.185,4,55
119.165.60.133,2,55
119.165.213.191,8,55
119.165.133.133,8,55
119.165.15.232,1,55
119.165.58.176,7,55
119.165.81.231,6,55
119.165.94.241,6,55
119.165.143.182,7,55
119.165.121.220,4,55
119.165.244.169,7,55
119.165.143.40,11,55
119.165.245.108,6,55
119.165.197.112,3,55
119.165.230.144,4,55
119.165.249.172,7,55
119.165.173.135,7,55
119.165.7.17,6,55
119.165.33.205,6,55
119.165.137.79,7,55
119.165.53.240,11,55
119.165.216.26,2,55
119.165.70.40,1,55
119.165.136.163,7,55
119.165.172.167,3,55
119.165.65.199,2,55
119.165.176.225,2,55
119.165.22.70,6,55
119.165.140.160,9,55
119.165.152.7,8,55
119.165.89.204,7,21
119.165.141.108,7,55
119.165.13.38,1,55
119.165.151.121,13,55
119.165.23.142,6,55
119.165.103.66,10,55
119.165.59.177,11,55
119.165.30.106,7,55
119.165.249.160,8,55
119.165.232.246,1,55
119.165.130.70,8,55
119.165.51.232,11,55
119.165.60.123,10,55
119.165.145.119,13,55
119.165.230.222,8,21
119.165.174.223,8,55
119.165.9.56,6,55
119.165.176.1,3,247
119.165.215.100,5,55
119.165.107.146,6,55
119.165.179.94,7,55
119.165.1.194,4,55
119.165.94.223,3,55
119.165.138.52,12,55
119.165.65.189,2,55
119.165.124.45,8,55
119.165.241.230,6,55
119.165.235.119,6,55
119.165.30.138,3,55
119.165.73.24,6,55
119.165.33.89,6,119
119.165.59.41,11,55
119.165.16.73,7,55
119.165.148.62,7,55
119.165.104.21,12,55
119.165.135.44,11,55
119.165.144.10,14,55
119.165.233.68,1,55
119.165.178.57,1,55
119.165.7.181,1,55
119.165.198.89,3,55
119.165.16.86,5,55
119.165.26.164,2,55
119.165.239.121,6,55
119.165.234.169,2,55
119.165.9.195,2,55
119.165.194.104,1,55
119.165.148.117,13,55
119.165.222.70,2,55
119.165.0.208,7,55
119.165.127.13,8,55
119.165.221.144,6,55
119.165.241.250,6,55
119.165.243.62,6,55
119.165.146.92,14,55
119.165.4.98,7,55
119.165.71.239,7,55
119.165.64.243,6,55
119.165.29.66,6,55
119.165.156.42,11,55
119.165.143.62,12,55
119.165.156.184,11,55
119.165.183.139,1,55
119.165.60.42,1,55
119.165.111.147,4,55
119.165.32.49,6,55
119.165.33.121,2,55
119.165.103.48,7,55
119.165.80.246,8,55
119.165.53.24,9,55
119.165.0.6,4,55
119.165.23.252,8,55
119.165.246.91,8,55
119.165.142.71,11,55
119.165.158.121,9,55
119.165.158.176,8,55
119.165.241.44,3,55
119.165.18.112,2,55
119.165.35.29,6,55
119.165.49.66,6,55
119.165.116.90,8,55
119.165.131.243,12,55
119.165.10.119,1,55
119.165.227.222,8,55
119.165.72.68,6,55
119.165.252.252,9,55
119.165.80.34,5,55
119.165.243.82,9,55
119.165.79.205,7,55
119.165.86.226,6,55
119.165.196.121,2,55
119.165.104.3,5,55
119.165.30.248,1,55
119.165.168.110,7,55
119.165.161.178,3,55
119.165.80.236,6,55
119.165.30.235,6,55
119.165.38.184,10,55
119.165.159.241,12,55
119.165.144.229,8,55
119.165.54.207,7,55
119.165.157.12,10,55
119.165.218.228,1,55
119.165.161.233,3,55
119.165.210.212,4,55
119.165.246.169,6,55
119.165.16.237,6,55
119.165.56.131,1,55
119.165.20.140,1,55
119.165.8.48,6,55
119.165.124.147,7,55
119.165.220.246,8,55
119.165.9.133,8,55
119.165.253.16,4,55
119.165.242.132,8,55
119.165.1.185,3,55
119.165.153.212,14,55
119.165.19.36,3,55
119.165.139.14,9,55
119.165.208.56,3,55
119.165.235.24,7,55
119.165.61.90,2,55
119.165.235.206,6,55
119.165.167.224,7,55
119.165.156.64,8,55
119.165.225.16,4,55
119.165.255.1,5,247
119.165.164.165,8,55
119.165.164.220,7,55
119.165.33.231,10,55
119.165.24.147,1,55
119.165.192.71,2,55
119.165.162.151,3,55
119.165.0.163,2,55
119.165.14.69,5,55
119.165.63.14,6,55
119.165.147.54,7,55
119.165.4.89,2,55
119.165.252.66,6,55
119.165.200.10,7,55
119.165.226.142,7,55
119.165.236.199,2,55
119.165.27.136,6,55
119.165.241.155,7,55
119.165.171.206,4,55
119.165.195.153,2,55
119.165.159.121,9,55
119.165.172.92,8,55
119.165.121.22,8,55
119.165.111.129,11,55
119.165.90.102,2,55
119.165.82.119,2,55
119.165.203.23,1,55
119.165.89.146,2,55
119.165.52.164,5,55
119.165.80.155,1,55
119.165.90.92,2,55
119.165.118.85,8,55
119.165.153.54,13,55
119.165.174.84,3,55
119.165.224.229,4,55
119.165.230.168,4,55
119.165.198.229,3,55
119.165.66.156,6,55
119.165.165.138,4,55
119.165.174.29,8,55
119.165.157.231,11,55
119.165.255.79,7,55
119.165.31.143,7,55
119.165.52.196,11,55
119.165.17.104,2,55
119.165.48.222,1,55
119.165.25.216,1,55
119.165.234.126,2,55
119.165.242.243,9,55
119.165.68.80,12,55
119.165.36.1,10,55
119.165.94.80,5,55
119.165.10.110,8,55
119.165.28.60,8,55
119.165.180.178,7,55
119.165.243.169,8,55
119.165.132.89,11,55
119.165.230.125,3,55
119.165.167.246,8,55
119.165.73.237,6,55
119.165.175.182,7,119
119.165.177.119,6,55
119.165.233.14,5,55
119.165.177.174,7,55
119.165.175.2,7,55
119.165.75.161,3,55
119.165.14.226,3,21
119.165.212.133,3,55
119.165.252.177,1,55
119.165.241.1,6,55
119.165.27.74,6,55
119.165.154.174,8,55
119.165.56.31,11,55
119.165.247.221,2,55
119.165.139.116,8,55
119.165.182.178,3,55
119.165.171.228,3,55
119.165.19.27,7,55
119.165.36.181,7,55
119.165.172.176,3,55
119.165.102.161,7,55
119.165.58.189,6,55
119.165.98.64,3,55
119.165.94.165,7,55
119.165.82.38,7,55
119.165.95.111,6,55
119.165.134.102,12,55
119.165.161.32,4,55
119.165.176.10,8,55
119.165.60.230,12,55
119.165.5.187,7,55
119.165.54.123,12,55
119.165.180.200,11,55
119.165.90.11,7,55
119.165.102.246,9,55
119.165.217.237,5,55
119.165.59.190,9,55
119.165.98.54,6,55
119.165.169.157,6,55
119.165.129.110,9,55
119.165.66.40,6,55
119.165.239.145,3,55
119.165.141.129,9,55
119.165.108.254,12,55
119.165.53.37,6,55
119.165.178.92,2,55
119.165.26.128,1,55
119.165.104.157,12,55
119.165.61.6,11,55
119.165.53.50,11,55
119.165.242.89,1,55
119.165.62.170,7,55
119.165.18.5,6,55
119.165.163.113,7,55
119.165.214.224,8,55
119.165.147.156,8,55
119.165.35.195,10,55
119.165.28.51,1,55
119.165.235.144,2,55
119.165.37.178,6,55
119.165.194.192,1,55
119.165.195.78,2,55
119.165.182.200,6,55
119.165.11.208,2,55
119.165.95.30,2,55
119.165.110.242,7,55
119.165.217.13,5,55
119.165.65.0,6,55
119.165.183.148,6,55
119.165.134.84,7,55
119.165.224.25,4,55
119.165.173.139,4,55
119.165.239.102,5,55
119.165.227.192,8,55
119.165.186.245,5,55
119.165.112.27,10,55
119.165.66.72,7,55
119.165.219.69,2,55
119.165.54.220,6,55
119.165.104.147,11,55
119.165.83.86,6,55
119.165.34.249,2,55
119.165.246.115,6,55
119.165.67.236,2,55
119.165.85.10,1,55
119.165.54.233,11,55
119.165.252.23,2,55
119.165.25.171,2,55
119.165.166.100,3,55
119.165.17.56,7,55
119.165.221.12,6,55
119.165.49.194,6,55
119.165.201.94,6,55
119.165.150.99,13,55
119.165.72.81,2,55
119.165.223.57,2,55
119.165.117.198,4,55
119.165.190.219,2,55
119.165.103.111,4,55
119.165.201.236,7,55
119.165.176.229,1,55
119.165.112.17,3,55
119.165.81.87,2,55
119.165.14.243,7,55
119.165.141.111,8,55
119.165.152.112,8,55
119.165.229.177,4,55
119.165.91.59,2,55
119.165.246.72,2,55
119.165.219.231,1,55
119.165.48.63,2,55
119.165.197.15,7,55
119.165.24.110,6,55
119.165.250.167,7,55
119.165.187.163,6,55
119.165.24.222,6,55
119.165.87.101,6,55
119.165.170.82,6,55
119.165.57.3,6,55
119.165.226.164,8,55
119.165.243.107,1,55
119.165.37.169,1,55
119.165.57.183,2,55
119.165.236.137,7,55
119.165.50.118,7,55
119.165.155.20,13,55
119.165.80.47,2,55
119.165.36.172,10,55
119.165.194.214,6,55
119.165.208.144,9,55
119.165.118.229,3,55
119.165.120.117,8,55
119.165.195.162,6,55
119.165.22.153,6,55
119.165.118.27,8,55
119.165.144.13,7,55
119.165.228.209,8,55
119.165.121.158,8,55
119.165.157.33,11,55
119.165.104.66,12,55
119.165.82.226,1,55
119.165.66.169,2,55
119.165.232.23,5,55
119.165.198.35,4,55
119.165.250.124,3,55
119.165.198.90,4,55
119.165.225.127,3,55
119.165.66.182,6,55
119.165.255.25,11,55
119.165.31.106,11,55
119.165.179.54,5,55
119.165.96.78,13,55
119.165.163.215,4,55
119.165.55.128,11,55
119.165.238.154,2,55
119.165.121.148,3,55
119.165.49.132,6,55
119.165.98.2,7,55
119.165.6.168,2,55
119.165.90.199,5,55
119.165.83.2,6,55
119.165.63.142,11,55
119.165.73.250,1,55
119.165.99.21,4,55
119.165.34.89,2,55
119.165.74.7,7,55
119.165.48.186,2,55
119.165.0.28,3,55
119.165.62.11,6,55
119.165.181.54,1,55
119.165.34.201,5,55
119.165.233.111,7,55
119.165.68.208,4,55
119.165.84.166,8,55
119.165.166.202,5,55
119.165.241.23,6,55
119.165.56.197,6,55
119.165.213.217,2,55
119.165.64.66,5,55
119.165.247.159,7,55
119.165.128.223,11,55
119.165.202.64,3,55
119.165.70.151,2,55
119.165.81.186,6,55
119.165.208.221,7,55
119.165.29.149,6,55
119.165.231.55,7,55
119.165.160.90,8,55
119.165.69.132,2,55
119.165.63.80,10,55
119.165.152.94,12,55
119.165.1.209,9,55
119.165.50.109,9,55
119.165.203.232,4,55
119.165.216.52,8,55
119.165.168.215,4,55
119.165.216.194,6,55
119.165.133.197,8,55
119.165.89.159,7,55
119.165.129.52,7,55
119.165.237.186,6,55
119.165.32.132,7,55
119.165.157.15,7,55
119.165.134.238,7,55
119.165.245.124,6,55
119.165.196.125,7,55
119.165.129.254,11,55
119.165.95.218,2,55
119.165.76.91,2,55
119.165.12.189,6,55
119.165.67.77,2,55
119.165.76.78,6,55
119.165.105.114,7,55
119.165.210.158,8,55
119.165.210.213,8,55
119.165.239.242,7,55
119.165.193.68,1,55
119.165.87.1,5,55
119.165.252.45,2,55
119.165.114.164,3,55
119.165.78.117,1,55
119.165.48.12,6,55
119.165.55.251,10,55
119.165.107.38,8,55
119.165.68.146,6,55
