ip,rtt,ttl
115.29.137.71,1,120
115.29.140.143,1,56
115.29.137.210,1,56
115.29.140.194,0,120
115.29.151.236,1,121
115.29.136.106,3,56
115.29.142.113,1,57
115.29.148.105,1,120
115.29.149.155,3,95
115.29.142.110,1,57
115.29.148.102,3,120
115.29.136.80,1,120
115.29.150.2,0,57
115.29.151.202,0,57
115.29.141.232,0,56
115.29.148.214,7,120
115.29.143.239,1,57
115.29.151.90,2,120
115.29.143.151,10,121
115.29.150.147,7,120
115.29.142.219,1,56
115.29.142.238,1,57
115.29.149.143,1,57
115.29.136.40,6,56
115.29.140.100,4,57
115.29.140.242,2,57
115.29.148.217,0,57
115.29.142.215,2,57
115.29.149.60,3,121
115.29.140.191,7,57
115.29.136.27,1,56
115.29.151.25,1,120
115.29.150.47,0,95
115.29.143.156,0,121
115.29.140.166,1,57
115.29.148.202,0,57
115.29.150.197,1,95
115.29.146.89,0,63
115.29.151.139,3,121
115.29.149.86,1,56
115.29.151.199,1,57
115.29.150.160,1,121
115.29.142.220,2,121
115.29.146.179,2,62
115.29.148.210,3,56
115.29.148.140,5,57
115.29.142.196,4,56
115.29.150.77,1,121
115.29.149.217,2,56
115.29.148.231,5,62
115.29.142.191,0,121
115.29.148.1,4,95
115.29.145.16,0,56
115.29.143.184,1,57
115.29.149.229,1,56
115.29.140.120,1,121
115.29.140.10,1,57
115.29.141.126,1,121
115.29.148.49,1,121
115.29.142.81,1,57
115.29.148.73,1,121
115.29.137.163,0,56
115.29.140.12,2,56
115.29.143.136,0,62
115.29.146.56,12,62
115.29.140.149,1,57
115.29.140.252,1,121
115.29.144.183,0,56
115.29.136.170,1,121
115.29.151.191,0,57
115.29.144.15,1,62
115.29.140.247,0,121
115.29.149.18,1,57
115.29.151.57,0,56
115.29.151.26,1,56
115.29.150.59,1,56
115.29.143.155,1,62
115.29.140.111,0,57
115.29.150.168,0,62
115.29.142.180,1,120
115.29.140.170,1,56
115.29.142.46,4,120
