ip,rtt,ttl
121.42.121.41,1,119
121.42.37.0,2,233
121.42.53.130,2,56
121.42.77.218,1,56
121.42.88.62,0,56
121.42.127.243,0,119
121.42.107.242,1,56
121.42.7.94,0,119
121.42.7.205,0,119
121.42.102.145,1,56
121.42.80.104,0,56
121.42.80.148,0,56
121.42.97.244,1,56
121.42.69.58,0,56
121.42.20.8,0,119
121.42.72.117,0,119
121.42.135.38,0,56
121.42.228.212,0,121
121.42.69.228,1,119
121.42.126.28,0,119
121.42.180.199,1,56
121.42.235.166,1,56
121.42.65.187,1,119
121.42.84.56,1,119
121.42.132.113,0,56
121.42.112.180,1,119
121.42.13.177,1,57
121.42.108.152,0,56
121.42.81.60,0,56
121.42.173.238,0,62
121.42.81.104,1,56
121.42.103.251,0,119
121.42.119.5,0,56
121.42.158.217,1,56
121.42.7.71,3,119
121.42.113.90,1,56
121.42.90.98,0,56
121.42.90.54,3,119
121.42.68.218,1,56
121.42.108.189,1,119
121.42.75.160,0,56
121.42.73.90,6,56
121.42.169.83,5,56
121.42.161.212,5,56
121.42.65.206,2,119
121.42.87.168,2,56
121.42.66.53,1,119
121.42.101.6,1,56
121.42.6.83,0,119
121.42.164.11,0,63
121.42.77.171,0,56
121.42.74.147,1,119
121.42.95.26,1,56
121.42.74.250,1,56
121.42.107.13,0,56
121.42.12.166,1,121
121.42.6.163,1,119
121.42.13.154,1,57
121.42.21.74,0,119
121.42.21.185,2,119
121.42.119.171,2,56
121.42.92.30,1,56
121.42.92.74,0,56
121.42.72.21,1,119
121.42.115.14,0,56
121.42.69.36,1,119
121.42.8.214,1,57
121.42.81.254,0,56
121.42.69.151,4,56
121.42.228.184,4,57
121.42.239.99,3,56
121.42.76.74,3,56
121.42.201.105,2,120
121.42.76.133,1,56
121.42.4.125,1,119
121.42.35.30,0,56
121.42.242.108,1,246
121.42.82.168,0,119
121.42.82.227,0,119
121.42.10.208,0,121
121.42.84.9,1,119
121.42.77.190,1,56
121.42.171.43,1,121
121.42.100.112,1,56
121.42.78.37,0,119
121.42.12.246,1,57
121.42.247.123,0,57
121.42.124.133,1,56
121.42.102.254,0,56
121.42.103.42,0,119
121.42.80.202,0,57
121.42.119.232,0,56
121.42.168.10,1,57
121.42.33.70,0,57
121.42.90.248,0,56
121.42.72.210,1,119
121.42.118.32,0,56
121.42.6.254,1,56
121.42.133.80,0,56
121.42.21.51,1,119
121.42.67.247,0,56
121.42.103.123,0,119
121.42.103.167,3,56
121.42.81.158,2,56
121.42.174.57,2,126
121.42.22.150,2,56
121.42.245.240,2,57
121.42.194.128,1,57
121.42.75.138,2,56
121.42.92.224,1,56
121.42.75.253,0,56
121.42.239.71,0,56
121.42.91.162,1,119
121.42.91.221,1,119
121.42.65.196,0,119
121.42.87.121,0,56
121.42.106.119,0,56
121.42.84.28,1,119
121.42.84.131,1,119
121.42.94.235,0,119
121.42.87.140,0,56
121.42.111.57,0,56
121.42.74.137,1,119
121.42.87.243,1,56
121.42.122.250,0,56
121.42.182.186,2,62
121.42.71.50,1,56
121.42.133.246,1,119
121.42.113.199,0,56
121.42.113.243,1,119
121.42.68.177,1,56
121.42.90.152,1,56
121.42.177.44,1,120
121.42.134.227,0,56
121.42.81.232,1,56
121.42.98.54,1,119
121.42.82.91,0,56
121.42.93.138,0,119
121.42.93.197,1,119
121.42.158.103,0,56
121.42.79.231,1,56
121.42.140.170,1,56
121.42.114.142,0,56
121.42.114.186,0,56
121.42.71.236,1,56
121.42.9.55,0,57
121.42.141.151,0,57
121.42.90.226,1,119
121.42.104.61,1,56
121.42.91.85,2,119
121.42.99.27,1,119
121.42.195.136,0,56
121.42.229.45,2,57
121.42.100.65,2,56
121.42.77.180,2,56
121.42.94.254,2,56
121.42.117.138,1,119
121.42.95.101,1,119
121.42.127.237,0,56
121.42.189.102,0,62
121.42.18.32,0,60
121.42.106.72,1,119
121.42.84.18,1,119
121.42.122.100,0,119
121.42.100.84,1,56
121.42.100.187,2,119
121.42.132.107,1,56
121.42.20.234,0,119
121.42.7.14,0,119
121.42.38.204,0,56
121.42.86.69,0,119
121.42.142.68,1,56
121.42.124.242,0,56
121.42.125.30,1,56
121.42.80.161,1,56
121.42.97.214,1,119
121.42.143.49,1,121
121.42.92.202,1,56
121.42.93.61,0,56
121.42.104.231,0,119
121.42.105.34,1,119
121.42.234.165,1,57
121.42.202.223,1,120
121.42.127.87,1,56
121.42.106.194,1,56
121.42.13.97,0,57
121.42.89.181,0,56
121.42.81.117,1,56
121.42.103.221,1,56
121.42.115.80,0,56
121.42.98.147,1,119
121.42.109.169,0,56
121.42.239.188,0,56
121.42.109.228,0,56
121.42.65.125,0,56
121.42.111.10,0,56
121.42.87.130,0,56
121.42.106.91,0,120
121.42.7.100,0,119
121.42.97.39,0,56
121.42.134.99,1,119
