ip,rtt,ttl
39.88.95.113,8,55
39.88.87.172,9,55
39.88.89.190,4,55
39.88.71.99,4,55
39.88.93.158,7,55
39.88.81.70,9,55
39.88.94.242,2,55
39.88.83.48,8,55
39.88.65.4,6,55
39.88.95.216,2,55
39.88.87.11,10,55
39.88.67.207,1,55
39.88.90.171,8,55
39.88.93.77,6,55
39.88.73.43,11,55
39.88.95.55,6,55
39.88.66.125,6,55
39.88.70.108,4,55
39.88.67.31,2,55
39.88.90.20,4,55
39.88.75.152,5,55
39.88.74.164,5,55
39.88.65.147,6,55
39.88.77.17,8,55
39.88.69.188,4,55
39.88.85.66,4,55
39.88.92.182,1,55
39.88.89.29,4,55
39.88.82.119,8,55
39.88.86.82,8,55
39.88.73.186,6,55
39.88.83.240,9,55
39.88.87.203,4,55
39.88.84.146,4,55
39.88.67.10,6,55
39.88.94.126,6,55
39.88.83.6,8,55
39.88.95.247,4,55
39.88.75.49,2,55
39.88.88.109,4,55
39.88.67.252,2,55
39.88.68.157,9,55
39.88.66.18,6,55
39.88.86.225,8,55
39.88.84.125,10,55
39.88.95.13,2,55
39.88.74.57,6,55
39.88.68.250,8,55
39.88.88.88,9,55
39.88.69.196,9,55
39.88.83.133,4,55
39.88.65.216,6,55
39.88.85.111,4,55
39.88.86.16,4,55
39.88.71.151,4,55
39.88.73.255,2,55
39.88.65.180,2,55
39.88.87.96,8,55
39.88.84.154,9,55
39.88.89.74,11,55
39.88.89.235,9,55
39.88.76.108,3,55
39.88.95.140,5,55
39.88.88.117,5,55
39.88.92.141,6,55
39.88.80.227,4,55
39.88.83.75,4,55
39.88.68.113,3,55
39.88.67.233,7,55
39.88.90.72,4,55
39.88.83.39,3,55
39.88.87.38,4,55
39.88.70.134,11,55
39.88.95.82,3,55
39.88.71.14,9,55
39.88.87.2,4,55
39.88.92.234,9,55
39.88.68.245,4,55
39.88.69.128,4,55
39.88.72.29,9,55
39.88.95.46,4,55
39.88.85.92,4,55
39.88.71.146,4,55
39.88.85.228,8,55
39.88.89.191,8,55
39.88.80.20,8,55
39.88.67.22,6,55
39.88.89.55,4,55
39.88.68.32,4,55
39.88.80.222,9,55
39.88.64.208,2,55
39.88.81.105,8,55
39.88.69.179,4,55
39.88.92.97,6,55
39.88.70.189,8,55
39.88.90.67,8,55
39.88.69.11,8,55
39.88.90.206,9,55
39.88.75.100,2,55
39.88.84.137,4,55
39.88.66.202,9,55
39.88.92.229,1,55
39.88.85.147,8,55
39.88.71.168,8,55
39.88.93.112,6,55
39.88.89.110,11,55
39.88.82.67,9,55
39.88.74.241,1,55
39.88.74.237,2,55
39.88.67.52,2,55
39.88.88.100,4,55
39.88.67.113,1,55
39.88.92.16,3,55
39.88.80.244,8,55
39.88.65.119,1,55
39.88.91.168,8,55
39.88.77.94,4,55
39.88.69.209,6,55
39.88.67.20,2,55
39.88.84.57,4,55
39.88.84.61,11,55
39.88.70.14,8,55
39.88.90.89,8,55
39.88.73.158,2,55
39.88.94.74,6,55
39.88.88.20,4,55
39.88.88.24,4,55
39.88.84.167,4,55
39.88.69.177,4,55
39.88.71.67,4,55
39.88.92.251,6,55
39.88.69.111,8,55
39.88.82.234,4,55
39.88.77.168,8,55
39.88.84.228,7,55
39.88.88.130,8,55
39.88.72.12,1,55
39.88.70.163,8,55
39.88.80.3,9,55
39.88.86.197,9,55
39.88.84.135,5,55
39.88.67.40,6,55
39.88.67.121,6,55
39.88.86.25,4,55
39.88.64.14,6,55
39.88.81.88,8,55
39.88.94.241,8,55
39.88.88.98,4,55
39.88.69.197,4,55
39.88.74.236,7,55
39.88.85.121,4,55
39.88.70.22,8,55
39.88.89.244,4,55
39.88.68.230,4,55
39.88.65.160,4,55
39.88.73.86,6,55
39.88.89.84,9,55
39.88.71.131,4,55
39.88.92.150,6,55
39.88.90.189,8,55
39.88.64.169,6,55
39.88.73.199,6,55
39.88.84.56,4,55
39.88.84.155,8,55
39.88.84.236,3,55
39.88.91.246,9,55
39.88.93.95,6,55
39.88.72.208,6,55
39.88.75.195,6,55
39.88.88.118,8,55
39.88.88.199,7,55
39.88.67.116,7,55
39.88.69.95,5,55
39.88.80.207,9,55
39.88.82.162,4,55
39.88.75.61,6,55
39.88.88.19,4,55
39.88.64.58,6,55
39.88.71.252,8,55
39.88.69.126,8,55
39.88.82.28,5,55
39.88.90.52,13,55
39.88.83.19,4,55
39.88.86.125,9,55
39.88.72.27,2,55
39.88.70.17,8,55
39.88.72.97,6,55
39.88.91.129,4,55
39.88.86.238,8,55
39.88.78.8,4,55
39.88.68.72,8,55
39.88.92.214,6,55
39.88.84.231,4,55
39.88.70.229,8,55
39.88.69.37,4,21
39.88.81.72,4,55
39.88.80.18,4,55
39.88.94.35,1,55
39.88.80.88,9,55
