ip,rtt,ttl
223.80.101.11,8,55
223.80.102.10,8,118
223.80.106.138,11,55
223.80.107.167,8,119
223.80.98.162,10,55
223.80.101.52,8,55
223.80.107.178,8,119
223.80.98.142,9,118
223.80.104.232,9,55
223.80.102.102,8,55
223.80.106.245,10,55
223.80.111.164,7,245
223.80.99.150,7,55
223.80.101.215,13,55
223.80.104.37,8,55
223.80.109.12,7,246
223.80.102.74,9,245
223.80.99.136,8,55
223.80.111.193,5,247
223.80.100.233,9,55
223.80.101.33,7,247
223.80.102.122,9,55
223.80.103.33,7,247
223.80.111.188,7,245
223.80.98.234,9,55
223.80.103.121,9,246
223.80.104.103,19,55
223.80.98.153,7,55
223.80.102.76,8,245
223.80.106.219,8,55
223.80.109.129,5,247
223.80.111.225,5,247
223.80.101.98,7,246
223.80.108.151,10,55
223.80.105.65,7,119
223.80.106.33,9,54
223.80.108.199,12,55
223.80.99.67,8,246
223.80.108.203,8,55
223.80.101.129,7,247
223.80.101.97,7,247
223.80.108.150,8,55
223.80.108.242,10,55
223.80.100.187,8,119
223.80.105.74,11,55
223.80.109.161,7,55
223.80.104.203,9,21
223.80.107.140,13,118
223.80.111.229,6,55
223.80.104.220,8,246
223.80.100.90,10,119
223.80.111.186,7,245
223.80.101.46,9,119
223.80.108.99,10,55
223.80.106.196,10,55
223.80.100.253,7,55
223.80.99.130,8,55
223.80.98.9,7,55
223.80.100.212,16,55
223.80.108.196,10,55
223.80.98.28,8,246
223.80.100.21,9,246
223.80.109.123,8,55
223.80.108.55,7,55
223.80.99.19,8,55
223.80.103.160,9,53
223.80.98.147,8,55
223.80.98.174,11,55
223.80.102.79,8,245
223.80.108.152,12,119
223.80.98.53,7,246
223.80.109.173,8,119
223.80.108.129,10,55
223.80.102.159,6,246
223.80.108.124,9,55
223.80.100.40,9,119
223.80.108.21,9,246
223.80.102.98,8,55
223.80.108.162,8,55
223.80.109.151,5,55
223.80.106.194,9,55
223.80.97.161,6,247
223.80.107.135,11,55
223.80.97.250,7,55
223.80.102.95,7,55
223.80.101.221,10,55
223.80.109.148,6,55
223.80.109.18,7,55
223.80.105.14,14,55
223.80.107.191,14,246
223.80.103.99,11,55
223.80.98.157,12,55
223.80.109.42,7,55
223.80.102.1,5,247
223.80.101.66,9,246
223.80.106.144,10,55
223.80.107.113,10,55
223.80.101.38,10,55
223.80.108.91,10,55
223.80.108.116,10,55
223.80.106.244,11,119
223.80.109.154,12,55
223.80.102.193,5,247
223.80.98.38,10,246
223.80.109.115,8,246
223.80.97.136,8,55
223.80.97.134,8,55
223.80.102.158,7,55
223.80.106.93,9,55
223.80.109.3,7,55
223.80.103.58,16,245
223.80.103.62,7,246
223.80.111.165,7,245
223.80.105.107,8,55
223.80.97.199,6,246
223.80.100.209,7,55
223.80.105.96,8,55
223.80.108.6,13,55
223.80.97.81,7,44
223.80.102.23,6,246
223.80.106.135,9,55
223.80.97.177,7,247
223.80.107.131,35,55
223.80.102.78,10,245
223.80.98.154,10,55
223.80.108.144,13,55
223.80.106.125,9,55
223.80.99.95,8,55
223.80.100.1,6,247
223.80.100.221,11,55
223.80.103.129,6,247
223.80.111.177,8,49
223.80.108.18,11,55
223.80.101.53,9,55
223.80.108.225,10,55
223.80.107.213,10,55
223.80.106.140,9,119
223.80.101.60,9,55
223.80.105.203,13,118
223.80.98.33,9,246
223.80.108.113,9,55
223.80.103.155,9,55
