ip,rtt,ttl
123.234.158.153,9,55
123.234.159.229,3,55
123.234.180.189,6,247
123.234.154.200,7,55
123.234.143.166,4,55
123.234.193.105,7,55
123.234.143.163,6,55
123.234.145.247,8,55
123.234.156.220,3,55
123.234.183.80,7,55
123.234.243.202,2,55
123.234.245.99,4,55
123.234.132.33,2,55
123.234.166.68,6,55
123.234.187.175,6,55
123.234.188.108,11,55
123.234.167.144,6,55
123.234.198.179,4,55
123.234.145.173,3,55
123.234.145.170,3,55
123.234.251.127,13,55
123.234.164.135,7,55
123.234.194.234,8,55
123.234.200.52,1,55
123.234.171.249,2,55
123.234.194.231,4,55
123.234.191.151,5,55
123.234.168.44,6,55
123.234.192.84,3,55
123.234.169.120,10,55
123.234.134.21,6,55
123.234.155.101,4,55
123.234.197.158,3,55
123.234.205.153,7,55
123.234.155.104,6,55
123.234.134.251,2,55
123.234.220.121,7,55
123.234.236.73,8,55
123.234.201.144,6,55
123.234.141.83,7,55
123.234.204.132,7,55
123.234.143.71,4,55
123.234.181.13,10,55
123.234.201.141,1,55
123.234.170.244,6,55
123.234.185.228,2,55
123.234.183.142,8,55
123.234.220.210,3,55
123.234.181.159,6,55
123.234.150.216,7,55
123.234.185.179,3,55
123.234.214.110,4,55
123.234.136.44,6,55
123.234.170.170,10,55
123.234.170.167,11,55
123.234.195.86,8,55
123.234.187.112,2,55
123.234.153.21,2,55
123.234.158.196,2,55
123.234.210.164,8,55
123.234.188.188,6,55
123.234.192.164,3,55
123.234.189.78,6,55
123.234.235.236,10,55
123.234.155.9,9,55
123.234.251.216,10,55
123.234.173.181,9,55
123.234.214.107,7,55
123.234.182.137,12,55
123.234.200.160,6,55
123.234.146.127,9,55
123.234.222.80,6,55
123.234.200.111,8,55
123.234.166.111,7,55
123.234.196.162,8,55
123.234.197.238,7,55
123.234.240.101,6,55
123.234.193.54,7,55
123.234.182.60,9,55
123.234.182.63,11,55
123.234.198.128,4,55
123.234.204.212,8,55
123.234.194.32,4,55
123.234.236.69,8,55
123.234.189.235,7,55
123.234.189.238,11,55
123.234.156.58,8,55
123.234.201.203,5,55
123.234.140.142,8,55
123.234.168.87,7,55
123.234.205.102,3,55
123.234.211.177,5,55
123.234.240.190,6,55
123.234.251.123,9,55
123.234.193.211,3,55
123.234.214.218,1,55
123.234.193.214,9,55
123.234.199.106,7,55
