ip,rtt,ttl
60.209.102.247,9,55
60.209.111.185,7,55
60.209.97.43,10,55
60.209.111.32,6,55
60.209.90.117,8,55
60.209.114.232,10,55
60.209.104.124,6,55
60.209.112.169,7,55
60.209.87.129,8,55
60.209.86.246,11,55
60.209.114.79,6,55
60.209.89.190,9,55
60.209.115.216,3,55
60.209.112.165,15,55
60.209.115.212,4,55
60.209.98.166,4,55
60.209.120.74,11,55
60.209.98.27,12,55
60.209.96.33,3,55
60.209.68.100,2,55
60.209.118.193,8,55
60.209.68.46,6,55
60.209.103.97,10,55
60.209.105.247,1,246
60.209.120.70,10,55
60.209.72.207,6,55
60.209.108.150,7,55
60.209.74.211,11,55
60.209.102.170,6,55
60.209.111.138,1,55
60.209.69.153,10,55
60.209.114.185,9,55
60.209.81.144,9,55
60.209.73.249,6,55
60.209.114.2,2,55
60.209.96.3,9,55
60.209.83.228,6,55
60.209.85.102,6,55
60.209.121.54,2,55
60.209.121.193,7,55
60.209.72.87,6,55
60.209.94.201,5,247
60.209.100.197,2,55
60.209.68.34,6,55
60.209.90.186,7,55
60.209.70.97,11,55
60.209.102.140,3,55
60.209.89.144,8,55
60.209.96.139,6,55
60.209.69.141,8,55
60.209.81.24,8,55
60.209.106.220,7,55
60.209.70.57,9,55
60.209.101.223,12,55
60.209.100.181,2,55
60.209.113.228,7,55
60.209.83.216,1,55
60.209.72.105,3,55
60.209.87.238,11,55
60.209.109.123,2,55
60.209.118.52,8,55
60.209.85.248,3,55
60.209.122.166,4,55
60.209.94.81,7,247
60.209.81.42,6,55
60.209.74.109,7,55
60.209.73.173,6,55
60.209.119.166,3,55
60.209.114.254,14,55
60.209.119.112,3,55
60.209.97.29,10,55
60.209.125.194,1,55
60.209.106.100,6,55
60.209.113.212,4,55
60.209.75.177,8,55
60.209.67.40,7,55
60.209.96.245,13,55
60.209.74.29,6,55
60.209.72.108,10,55
60.209.111.195,6,55
60.209.104.70,11,55
60.209.112.151,14,55
60.209.117.188,8,55
60.209.74.112,8,55
60.209.72.170,10,55
60.209.122.46,11,55
60.209.106.118,10,55
60.209.74.174,9,55
60.209.81.45,11,55
60.209.67.84,4,55
60.209.114.242,3,55
60.209.67.66,10,55
60.209.115.198,2,55
60.209.112.111,9,55
60.209.109.21,2,55
60.209.81.107,4,55
60.209.100.105,9,55
60.209.74.55,11,55
60.209.119.100,8,55
60.209.79.1,5,247
60.209.115.158,13,55
60.209.94.102,10,246
60.209.102.48,10,55
60.209.120.16,6,55
60.209.79.53,6,55
60.209.87.10,3,55
60.209.122.64,2,55
60.209.83.10,7,55
60.209.96.23,14,55
60.209.100.217,2,55
60.209.89.224,10,55
60.209.68.53,11,55
60.209.87.62,7,55
60.209.106.121,7,55
60.209.99.102,8,246
60.209.93.161,5,247
60.209.98.47,11,55
60.209.109.24,10,55
60.209.106.183,10,55
60.209.102.160,2,55
60.209.96.49,7,55
60.209.69.160,4,55
60.209.70.74,6,55
60.209.98.99,2,55
60.209.117.209,8,55
60.209.100.243,6,55
60.209.122.67,6,55
60.209.118.15,9,55
60.209.113.248,2,55
60.209.102.186,6,55
60.209.90.193,3,55
60.209.85.225,6,55
60.209.72.73,2,55
60.209.114.36,2,55
60.209.122.129,10,55
60.209.114.18,8,55
60.209.121.74,9,55
60.209.117.12,8,55
60.209.79.215,6,55
60.209.101.230,10,55
60.209.97.6,6,55
60.209.81.10,5,55
60.209.121.126,8,55
60.209.96.69,8,55
60.209.104.87,5,55
60.209.127.60,13,55
60.209.72.63,6,55
60.209.87.224,9,55
60.209.79.120,6,55
60.209.101.7,11,55
60.209.68.74,7,55
60.209.111.214,10,55
60.209.112.128,14,55
60.209.115.175,2,55
60.209.69.181,7,55
60.209.115.5,13,55
60.209.67.17,11,55
60.209.120.33,2,55
60.209.87.214,11,55
60.209.74.6,11,55
60.209.119.119,8,55
60.209.114.38,8,55
60.209.68.41,7,55
60.209.69.148,2,55
60.209.90.214,8,55
60.209.70.253,6,55
60.209.72.72,11,55
60.209.122.32,7,55
60.209.79.214,11,55
60.209.89.157,3,55
60.209.73.172,7,55
60.209.75.176,8,55
60.209.85.72,7,55
60.209.81.9,8,55
60.209.90.181,8,55
60.209.103.194,10,55
60.209.117.164,7,119
60.209.86.148,24,55
60.209.87.223,26,55
60.209.72.208,9,55
60.209.72.253,8,55
60.209.122.22,2,55
60.209.74.212,6,55
60.209.89.67,7,55
60.209.66.249,8,55
60.209.102.137,11,55
60.209.111.235,6,55
60.209.91.142,10,55
60.209.81.145,10,55
60.209.81.190,10,55
60.209.73.238,6,55
60.209.97.185,2,55
60.209.115.26,13,55
60.209.106.85,2,55
60.209.75.242,10,55
60.209.103.161,6,55
60.209.100.104,11,55
60.209.68.45,4,55
60.209.119.140,7,55
60.209.113.225,13,55
60.209.107.169,12,55
60.209.73.104,7,55
60.209.94.202,10,55
60.209.102.47,11,55
60.209.117.173,12,55
60.209.75.108,6,55
60.209.99.185,10,247
60.209.89.133,7,55
60.209.73.131,10,55
60.209.69.152,11,55
60.209.116.98,8,55
60.209.119.107,4,55
60.209.68.7,5,55
60.209.120.212,6,55
60.209.122.31,6,55
60.209.113.135,3,55
60.209.106.221,7,55
60.209.107.10,9,55
60.209.75.135,7,55
60.209.109.124,2,55
60.209.109.169,6,55
60.209.100.170,6,55
60.209.68.21,6,55
60.209.69.114,7,55
60.209.69.128,6,55
60.209.90.185,11,55
60.209.102.113,4,55
60.209.89.26,8,55
60.209.118.98,12,55
60.209.72.24,13,55
60.209.122.212,8,55
60.209.122.167,10,55
60.209.100.36,8,55
60.209.83.189,6,55
60.209.101.222,7,55
60.209.70.142,11,55
60.209.90.147,9,55
60.209.79.166,2,55
60.209.72.44,6,55
60.209.107.117,9,55
60.209.80.217,9,247
60.209.79.186,11,55
60.209.102.6,7,55
60.209.103.165,2,55
60.209.90.161,8,55
60.209.73.237,6,55
60.209.111.206,1,55
60.209.86.37,8,55
60.209.79.71,11,55
60.209.87.175,8,55
60.209.72.143,4,55
60.209.113.67,13,55
60.209.75.241,6,55
60.209.89.110,7,55
60.209.113.94,13,55
60.209.114.253,3,55
60.209.103.127,6,55
60.209.92.136,2,55
60.209.101.198,11,55
60.209.87.195,11,55
60.209.94.38,2,55
60.209.87.80,8,55
60.209.74.147,10,55
60.209.111.168,1,55
60.209.67.217,5,55
60.209.119.111,8,55
60.209.103.141,11,55
60.209.97.74,2,55
60.209.69.68,8,55
60.209.114.215,14,55
60.209.111.182,25,55
60.209.98.232,3,55
60.209.106.37,8,55
60.209.74.11,3,55
60.209.81.80,9,55
60.209.100.147,6,55
60.209.89.132,8,55
60.209.102.90,6,55
60.209.119.73,3,55
60.209.112.196,4,55
60.209.114.229,12,55
60.209.98.117,1,55
60.209.105.198,9,246
60.209.117.125,8,55
60.209.100.169,6,55
60.209.90.65,5,55
60.209.115.243,14,119
60.209.89.162,11,55
60.209.91.26,6,55
60.209.90.101,8,55
60.209.120.101,6,55
60.209.121.239,4,55
60.209.117.145,7,55
60.209.117.30,8,55
60.209.122.3,11,55
60.209.96.5,6,55
60.209.101.102,6,55
60.209.121.144,2,55
60.209.109.59,11,55
60.209.101.138,7,55
60.209.100.199,11,55
60.209.113.200,17,55
60.209.103.45,13,55
60.209.70.122,6,55
60.209.117.244,7,55
60.209.75.4,7,55
60.209.102.142,6,55
60.209.103.81,1,55
60.209.111.86,11,55
60.209.86.239,9,55
60.209.122.102,10,55
60.209.111.122,6,55
60.209.114.169,5,55
60.209.70.71,8,55
60.209.118.247,8,55
60.209.69.104,8,55
60.209.70.215,7,55
60.209.125.130,7,246
60.209.71.218,11,55
60.209.113.230,7,55
60.209.72.249,6,55
60.209.119.27,6,55
60.209.86.17,8,55
60.209.79.139,9,55
60.209.98.20,12,55
60.209.79.104,11,55
60.209.74.253,8,55
60.209.99.188,12,246
60.209.83.179,3,55
60.209.85.222,6,55
60.209.85.34,8,55
60.209.70.205,1,55
60.209.97.54,8,55
60.209.86.110,8,55
60.209.87.113,8,55
60.209.87.148,11,55
60.209.81.186,8,55
60.209.107.13,13,55
60.209.67.116,2,55
60.209.104.135,2,55
60.209.97.3,7,55
60.209.90.137,12,55
60.209.92.209,7,55
60.209.116.189,8,55
60.209.109.172,2,55
60.209.93.247,7,247
60.209.68.223,1,55
60.209.73.234,11,55
60.209.97.147,6,55
60.209.121.47,8,55
60.209.98.185,6,55
60.209.72.97,7,55
60.209.98.150,11,55
60.209.118.101,8,55
60.209.101.174,6,55
60.209.75.238,11,55
60.209.68.172,9,119
60.209.104.84,7,55
60.209.104.228,7,55
60.209.105.231,2,246
60.209.70.168,11,55
60.209.85.24,12,55
60.209.86.100,11,55
60.209.99.181,0,247
60.209.122.215,2,55
60.209.72.95,10,55
60.209.103.117,7,55
60.209.112.125,9,55
60.209.115.223,10,55
60.209.74.99,4,55
60.209.108.169,6,247
60.209.81.34,13,55
60.209.107.6,12,55
60.209.111.158,6,55
60.209.120.81,6,55
60.209.113.13,7,55
60.209.115.172,12,55
60.209.117.98,7,55
60.209.117.63,8,55
60.209.81.32,8,55
60.209.96.99,2,55
60.209.75.102,7,55
60.209.114.205,8,55
60.209.68.88,11,55
60.209.97.137,1,55
60.209.120.30,6,55
60.209.120.174,1,55
60.209.104.218,2,55
60.209.121.177,2,55
60.209.116.60,12,55
