ip,rtt,ttl
140.255.190.29,10,54
140.255.191.111,10,54
140.255.191.197,10,54
140.255.191.146,11,54
140.255.169.17,8,54
140.255.169.29,14,54
140.255.170.151,10,54
140.255.190.118,11,54
140.255.185.1,9,54
140.255.189.81,10,54
140.255.171.201,10,54
140.255.186.247,10,54
140.255.187.3,10,54
140.255.190.249,12,54
140.255.188.207,12,54
140.255.189.175,9,54
140.255.187.18,9,54
140.255.171.108,9,54
140.255.187.113,11,54
140.255.190.250,9,54
140.255.168.19,12,54
140.255.171.1,13,54
140.255.171.56,13,54
140.255.191.202,12,54
140.255.185.198,11,54
140.255.189.30,11,54
140.255.185.143,8,54
140.255.185.93,11,54
140.255.187.138,12,54
140.255.170.78,10,54
140.255.190.198,11,54
140.255.188.243,10,54
140.255.189.212,11,54
140.255.188.52,12,54
140.255.191.124,11,54
140.255.185.171,11,54
140.255.169.158,11,54
140.255.187.132,10,54
140.255.170.50,12,54
140.255.170.75,8,54
140.255.184.156,10,54
140.255.185.78,11,54
140.255.186.179,10,54
140.255.169.81,11,54
140.255.188.24,12,54
140.255.184.181,10,54
140.255.188.49,10,54
140.255.189.87,11,54
140.255.190.255,10,54
140.255.186.218,13,54
140.255.170.89,10,54
140.255.170.172,9,54
140.255.184.195,11,54
140.255.188.63,9,54
140.255.188.146,12,54
140.255.184.7,13,54
140.255.187.131,12,54
140.255.170.105,10,54
140.255.184.211,9,54
140.255.188.79,12,54
140.255.189.198,10,54
140.255.190.2,10,54
140.255.190.4,10,54
140.255.191.172,10,54
140.255.191.170,10,54
140.255.189.46,15,54
140.255.171.67,11,54
140.255.185.3,10,54
140.255.190.123,9,54
140.255.169.144,10,54
140.255.189.41,10,54
140.255.190.209,9,54
140.255.171.169,12,54
140.255.185.161,10,54
140.255.169.205,11,54
140.255.187.118,9,54
140.255.184.55,13,54
140.255.187.179,9,54
140.255.191.55,13,54
140.255.184.82,13,54
140.255.185.103,10,54
140.255.188.130,12,54
140.255.185.87,12,54
140.255.187.195,10,54
140.255.171.231,11,54
140.255.190.67,11,54
140.255.188.234,9,54
140.255.185.149,13,54
140.255.186.57,10,54
140.255.190.45,10,54
140.255.185.104,13,54
140.255.170.1,14,54
140.255.191.142,11,54
140.255.184.107,10,54
140.255.187.231,11,54
