ip,rtt,ttl
113.120.110.57,7,118
113.120.92.146,9,54
113.120.93.103,14,54
113.120.68.12,11,54
113.120.113.44,15,54
113.120.110.239,12,54
113.120.108.90,12,54
113.120.112.60,5,54
113.120.118.184,12,54
113.120.93.215,7,54
113.120.105.59,15,54
113.120.111.52,15,54
113.120.110.107,8,54
113.120.64.187,16,54
113.120.111.7,8,54
113.120.116.231,12,54
113.120.69.223,13,245
113.120.75.123,21,54
113.120.108.66,11,54
113.120.116.81,12,54
113.120.116.177,14,54
113.120.118.160,16,54
113.120.118.54,17,54
113.120.113.189,14,54
113.120.105.20,5,54
113.120.92.211,15,54
113.120.108.92,24,54
113.120.93.132,10,54
113.120.112.62,16,54
113.120.74.181,9,118
113.120.104.1,11,246
113.120.113.109,13,54
113.120.110.63,8,54
113.120.64.19,11,54
113.120.111.156,11,54
113.120.75.12,11,54
113.120.64.4,13,54
113.120.93.230,9,54
113.120.113.164,12,53
113.120.108.227,16,54
113.120.111.208,13,54
113.120.112.197,8,54
113.120.105.33,6,54
113.120.113.247,11,54
113.120.118.76,6,54
113.120.119.65,9,54
113.120.108.192,4,54
113.120.69.23,12,54
113.120.112.251,8,54
113.120.111.207,13,54
113.120.112.162,15,54
113.120.64.179,13,54
113.120.118.75,13,54
113.120.69.242,11,54
113.120.119.30,11,54
113.120.65.125,16,54
113.120.110.161,11,54
113.120.74.167,18,245
113.120.113.201,16,54
113.120.69.228,7,54
113.120.112.249,11,54
113.120.93.94,5,54
113.120.119.117,13,54
113.120.93.39,16,54
113.120.111.118,10,54
113.120.105.12,7,54
113.120.113.102,11,54
113.120.93.153,7,54
113.120.117.230,4,54
113.120.92.109,13,54
113.120.124.119,15,54
113.120.111.58,15,54
113.120.65.106,11,54
113.120.108.97,21,54
113.120.112.67,4,54
113.120.68.243,15,54
113.120.113.7,10,54
113.120.92.185,5,54
113.120.68.48,14,54
113.120.74.13,9,54
113.120.111.82,4,54
113.120.69.62,16,54
113.120.65.105,10,54
113.120.92.127,19,54
113.120.110.143,6,54
113.120.69.32,4,54
113.120.113.73,10,54
113.120.117.11,5,54
113.120.74.188,11,54
113.120.69.42,16,54
113.120.65.69,11,54
113.120.113.25,11,54
113.120.110.208,3,54
113.120.119.149,19,44
113.120.64.124,10,54
113.120.111.23,10,53
113.120.111.157,10,54
113.120.111.127,13,54
113.120.119.206,8,54
113.120.113.46,6,54
113.120.108.236,8,54
113.120.119.74,10,54
113.120.65.90,13,54
113.120.110.113,11,54
113.120.119.191,10,44
113.120.111.22,11,54
113.120.111.42,9,54
113.120.69.200,16,54
113.120.93.195,6,54
113.120.110.225,8,54
113.120.124.112,17,118
113.120.68.83,5,54
113.120.93.125,12,54
113.120.116.6,20,54
113.120.68.3,16,54
113.120.65.180,6,54
113.120.124.220,16,54
113.120.108.69,8,54
113.120.112.39,9,54
113.120.113.127,7,54
113.120.108.203,15,54
113.120.110.178,18,54
113.120.65.57,4,54
113.120.108.173,8,118
113.120.68.120,6,118
113.120.112.143,14,54
113.120.119.11,11,54
113.120.93.99,8,54
113.120.93.173,12,54
113.120.69.213,10,54
113.120.112.215,6,245
113.120.75.113,9,54
113.120.110.215,16,54
113.120.74.149,4,54
113.120.111.40,9,54
113.120.111.105,9,54
113.120.117.83,17,54
113.120.108.84,9,54
113.120.124.198,16,53
113.120.118.178,7,54
113.120.112.52,16,54
113.120.75.37,11,54
