ip,rtt,ttl
42.96.251.121,0,101
42.96.219.77,0,99
42.96.131.13,1,120
42.96.216.247,0,99
42.96.219.203,0,99
42.96.220.141,0,99
42.96.236.30,2,60
42.96.216.205,0,99
42.96.148.128,0,56
42.96.148.141,0,56
42.96.201.105,1,56
42.96.145.101,1,56
42.96.171.66,5,121
42.96.251.134,0,101
42.96.128.160,1,120
42.96.134.212,1,120
42.96.173.95,1,120
42.96.249.188,0,101
42.96.164.18,1,121
42.96.173.19,4,57
42.96.194.227,0,127
42.96.170.62,0,56
42.96.141.246,1,56
42.96.198.205,1,121
42.96.168.213,0,120
42.96.219.126,1,99
42.96.249.56,0,101
42.96.233.40,0,58
42.96.219.50,3,99
42.96.216.82,1,99
42.96.234.66,0,60
42.96.216.196,0,99
42.96.219.75,0,99
42.96.233.246,1,250
42.96.159.117,2,56
42.96.199.26,0,121
42.96.134.246,1,121
42.96.219.40,0,99
42.96.128.141,1,56
42.96.155.142,0,56
42.96.194.38,8,127
42.96.250.62,5,101
42.96.144.111,4,56
42.96.174.27,4,120
42.96.152.180,0,121
42.96.194.8,0,127
42.96.146.215,2,56
42.96.168.252,1,56
42.96.129.239,2,120
42.96.194.252,1,56
42.96.128.99,1,56
42.96.143.140,0,56
42.96.233.32,0,58
42.96.144.46,0,56
42.96.133.145,0,56
42.96.155.94,1,121
42.96.156.12,0,127
42.96.248.71,2,101
42.96.220.58,0,99
42.96.134.16,2,120
42.96.136.155,1,56
42.96.220.95,0,99
42.96.216.71,9,99
42.96.164.34,9,56
42.96.233.2,4,58
42.96.135.37,4,121
42.96.220.239,0,99
42.96.216.185,0,99
42.96.168.152,1,56
42.96.233.178,0,58
42.96.219.177,0,99
42.96.220.158,0,99
42.96.216.254,0,99
42.96.187.105,0,121
42.96.136.111,0,56
42.96.220.7,0,99
42.96.219.16,3,99
42.96.221.207,0,99
42.96.251.114,0,101
42.96.129.230,1,120
42.96.251.183,0,101
42.96.189.125,2,56
42.96.249.205,0,101
42.96.216.212,0,99
42.96.159.15,0,120
42.96.233.36,2,58
42.96.140.144,3,127
42.96.250.254,0,101
42.96.219.222,0,99
42.96.174.162,0,232
42.96.135.111,8,56
42.96.219.61,6,99
42.96.170.27,1,57
42.96.220.59,0,99
42.96.144.35,1,121
42.96.234.162,0,58
42.96.140.244,0,56
42.96.135.119,1,120
42.96.216.245,0,99
42.96.203.46,0,56
42.96.152.198,1,121
42.96.172.86,1,57
42.96.170.118,0,56
42.96.219.42,0,99
42.96.219.178,0,99
42.96.142.175,0,127
42.96.190.140,7,120
42.96.220.193,6,99
42.96.132.148,5,121
42.96.220.54,0,99
42.96.152.61,1,120
42.96.165.84,0,121
42.96.219.97,0,99
42.96.251.174,1,101
42.96.220.76,1,99
42.96.175.219,1,56
42.96.175.85,1,56
42.96.188.155,3,121
42.96.233.27,2,58
42.96.216.70,0,99
42.96.170.121,1,56
42.96.190.103,0,120
42.96.166.249,0,56
42.96.216.184,0,99
42.96.194.133,0,127
42.96.219.231,0,99
42.96.219.71,0,99
42.96.220.176,0,99
42.96.179.50,2,127
42.96.138.72,1,56
42.96.249.68,0,101
42.96.174.71,1,121
42.96.233.25,0,58
42.96.220.39,0,99
42.96.216.112,0,99
42.96.251.113,0,101
42.96.216.225,0,99
