ip,rtt,ttl
223.78.148.220,8,247
223.78.146.38,7,247
223.78.146.155,8,247
223.78.148.44,8,247
223.78.146.70,8,247
223.78.144.11,7,247
223.78.144.126,10,247
223.78.151.75,8,247
223.78.150.109,7,247
223.78.146.89,6,247
223.78.146.189,9,247
223.78.148.5,7,247
223.78.151.79,11,247
223.78.151.69,14,247
223.78.145.245,7,247
223.78.151.132,7,247
223.78.146.83,9,247
223.78.144.17,7,247
223.78.148.14,7,247
223.78.151.58,7,247
223.78.144.2,7,247
223.78.148.219,9,247
223.78.144.202,9,247
223.78.144.229,9,247
223.78.148.68,7,247
223.78.151.179,7,247
223.78.150.185,7,247
223.78.150.212,8,247
223.78.151.243,7,247
223.78.144.122,7,247
223.78.151.118,8,247
223.78.150.105,7,247
223.78.148.53,7,247
223.78.145.53,7,247
223.78.145.154,7,247
223.78.145.241,7,247
223.78.144.70,7,247
223.78.146.160,9,247
223.78.144.136,7,247
223.78.150.119,7,247
223.78.144.241,8,247
223.78.150.224,7,247
223.78.148.1,7,247
223.78.146.188,8,247
223.78.151.228,7,247
223.78.144.27,8,247
223.78.151.238,8,247
223.78.148.119,7,247
223.78.151.60,9,247
223.78.144.247,10,247
223.78.146.223,7,247
223.78.146.252,8,247
223.78.144.180,8,247
223.78.150.230,7,247
223.78.145.131,7,247
223.78.148.78,8,247
223.78.150.163,7,247
223.78.151.72,7,247
223.78.144.89,14,247
223.78.145.49,7,247
223.78.145.150,7,247
223.78.148.212,7,247
223.78.144.93,7,247
223.78.144.142,7,247
223.78.148.124,7,247
223.78.151.19,7,247
223.78.150.125,7,247
223.78.144.73,7,247
223.78.144.53,8,247
223.78.150.168,7,247
223.78.146.139,6,247
223.78.146.141,8,247
223.78.151.158,7,247
223.78.148.39,7,247
223.78.148.58,7,247
223.78.148.221,7,247
223.78.148.244,8,247
223.78.151.51,11,247
223.78.144.14,8,247
223.78.146.13,7,247
223.78.146.40,7,247
223.78.144.3,7,247
223.78.146.166,7,247
223.78.145.74,7,247
223.78.145.175,9,247
223.78.148.198,8,247
223.78.146.18,7,247
223.78.145.37,7,247
223.78.148.193,7,247
223.78.145.138,7,247
223.78.151.226,10,247
223.78.146.0,8,247
223.78.148.90,7,247
223.78.148.231,8,247
223.78.151.38,7,247
223.78.151.67,7,247
223.78.148.214,9,247
223.78.151.236,7,247
223.78.151.21,7,247
223.78.144.205,7,247
223.78.150.188,7,247
223.78.144.182,6,247
223.78.144.96,8,247
223.78.144.131,7,247
223.78.146.157,7,247
223.78.150.114,7,247
223.78.150.165,7,247
223.78.145.15,10,247
223.78.150.254,7,247
223.78.151.68,7,247
223.78.144.72,6,247
223.78.151.150,10,247
223.78.150.170,7,247
223.78.146.78,7,247
223.78.145.229,7,247
223.78.146.23,7,247
223.78.148.18,7,247
223.78.151.174,11,247
223.78.151.229,11,247
223.78.144.109,7,247
223.78.148.188,8,247
223.78.151.186,7,247
223.78.146.51,8,247
223.78.148.12,7,247
223.78.145.113,6,247
223.78.145.214,6,247
223.78.144.117,7,247
223.78.148.160,7,247
223.78.148.185,7,247
223.78.145.71,7,247
223.78.145.172,7,247
223.78.148.199,8,247
223.78.145.59,7,247
223.78.151.89,8,247
223.78.151.247,7,247
223.78.145.160,7,247
223.78.148.11,8,247
223.78.148.215,7,247
223.78.151.22,7,247
223.78.146.253,8,247
223.78.144.95,8,247
223.78.144.155,8,247
223.78.144.157,8,247
223.78.150.140,9,247
223.78.150.138,9,247
223.78.145.36,6,247
223.78.145.61,7,247
223.78.145.137,8,247
223.78.145.162,7,247
223.78.146.106,7,247
223.78.151.245,7,247
223.78.145.20,7,247
223.78.151.135,7,247
223.78.151.3,7,247
223.78.146.37,15,247
223.78.146.41,7,247
223.78.151.70,8,247
223.78.151.240,7,247
223.78.146.96,7,247
223.78.144.40,7,247
223.78.148.59,7,247
223.78.148.86,8,247
223.78.145.239,7,247
223.78.145.122,7,247
223.78.146.241,7,247
223.78.151.73,7,247
223.78.145.223,7,247
223.78.144.220,7,247
223.78.148.75,13,247
223.78.150.203,7,247
223.78.144.102,7,247
223.78.151.177,8,247
223.78.151.208,7,247
223.78.144.198,7,247
223.78.146.193,6,247
223.78.150.181,6,247
223.78.144.127,8,247
223.78.145.240,10,247
223.78.150.110,7,247
223.78.146.250,7,247
223.78.148.111,8,247
223.78.151.230,7,247
223.78.144.236,8,247
223.78.146.20,7,247
223.78.148.213,7,247
223.78.144.120,9,247
223.78.150.219,8,247
223.78.151.20,7,247
223.78.144.16,7,247
223.78.151.162,7,247
223.78.151.167,7,247
223.78.146.217,8,247
223.78.148.87,7,247
223.78.148.50,8,247
223.78.144.61,7,247
223.78.146.108,7,247
223.78.148.132,8,247
223.78.148.204,7,247
223.78.151.101,7,247
223.78.144.133,7,247
223.78.151.11,7,247
223.78.150.192,7,247
223.78.150.116,9,247
223.78.148.36,7,247
223.78.151.182,7,247
223.78.148.182,7,247
223.78.145.54,7,247
223.78.145.155,7,247
223.78.146.134,7,247
223.78.146.11,7,247
223.78.147.20,7,247
223.78.146.198,7,247
223.78.148.148,8,247
223.78.148.88,9,247
223.78.148.106,9,247
223.78.146.52,7,247
223.78.151.203,7,247
223.78.148.112,7,247
223.78.151.202,8,247
223.78.146.17,7,247
223.78.148.46,7,247
223.78.144.237,7,247
223.78.150.220,9,247
223.78.145.112,7,247
223.78.146.135,6,247
223.78.146.137,7,247
223.78.148.166,7,247
223.78.148.177,8,247
223.78.145.213,8,247
223.78.151.141,8,247
223.78.144.169,7,247
223.78.146.54,7,247
223.78.150.152,7,247
223.78.145.12,7,247
223.78.146.206,7,247
223.78.150.251,7,247
223.78.145.78,8,247
223.78.146.136,7,247
223.78.145.179,8,247
223.78.151.219,8,247
223.78.146.138,7,247
223.78.146.36,8,247
223.78.151.233,7,247
223.78.145.58,7,247
223.78.145.159,7,247
223.78.144.146,7,247
223.78.150.129,7,247
223.78.151.176,8,247
223.78.146.60,7,247
223.78.151.237,8,247
223.78.148.194,7,247
223.78.145.96,8,247
223.78.145.197,6,247
223.78.146.35,7,247
223.78.148.150,7,247
223.78.146.76,7,247
223.78.144.8,10,247
223.78.150.232,7,247
223.78.144.24,7,247
223.78.146.48,7,247
223.78.148.16,6,247
223.78.148.151,7,247
223.78.144.227,6,247
223.78.148.9,8,247
223.78.150.210,6,247
223.78.148.89,7,247
223.78.145.8,7,247
223.78.144.97,7,247
223.78.150.247,7,247
223.78.151.194,8,55
223.78.144.101,7,247
223.78.148.247,8,247
223.78.151.54,7,247
223.78.144.168,6,247
223.78.144.177,7,247
223.78.150.151,8,247
223.78.150.160,7,247
223.78.146.65,7,247
223.78.146.218,8,247
223.78.148.3,8,247
223.78.148.107,7,247
223.78.144.52,7,247
223.78.146.222,11,247
223.78.145.243,7,247
223.78.145.76,7,247
223.78.145.177,7,247
223.78.144.35,8,247
223.78.151.244,9,247
223.78.144.31,8,247
223.78.146.5,7,247
223.78.148.60,7,247
223.78.146.2,7,247
223.78.151.56,7,247
223.78.146.64,7,247
223.78.151.136,7,247
223.78.144.137,7,247
223.78.150.197,7,247
223.78.144.140,8,247
223.78.150.123,7,247
223.78.150.120,7,247
223.78.148.40,8,247
223.78.144.45,7,247
223.78.145.94,7,247
223.78.145.195,8,247
223.78.145.3,7,247
223.78.145.19,8,247
223.78.150.242,12,247
223.78.151.2,12,247
223.78.144.90,8,247
223.78.144.244,7,247
223.78.150.227,8,247
223.78.146.150,6,247
223.78.146.204,8,247
223.78.146.195,7,247
223.78.146.245,16,247
223.78.144.132,7,247
223.78.148.62,7,247
223.78.150.115,7,247
223.78.145.95,7,247
223.78.145.196,7,247
223.78.151.133,7,247
223.78.144.129,8,247
223.78.148.67,7,247
223.78.150.112,6,247
223.78.144.128,8,247
223.78.150.111,7,247
223.78.146.159,7,247
223.78.144.48,7,247
223.78.151.78,8,247
