ip,rtt,ttl
27.223.70.30,1,246
27.223.116.215,8,55
27.223.87.17,6,247
27.223.116.54,15,55
27.223.68.129,5,247
27.223.121.251,11,55
27.223.86.162,3,55
27.223.71.125,3,247
27.223.94.74,7,119
27.223.87.133,6,247
27.223.69.247,4,247
27.223.101.137,5,247
27.223.118.51,8,55
27.223.77.213,7,247
27.223.82.141,5,247
27.223.76.106,5,119
27.223.88.251,6,247
27.223.117.137,12,55
27.223.87.106,7,55
27.223.75.206,2,119
27.223.117.196,12,55
27.223.77.29,8,247
27.223.121.196,11,55
27.223.81.213,1,247
27.223.118.167,7,55
27.223.65.106,12,246
27.223.98.1,5,247
27.223.102.41,5,247
27.223.96.150,5,246
27.223.88.67,10,55
27.223.90.97,9,247
27.223.95.250,10,246
27.223.97.73,1,247
27.223.121.163,5,55
27.223.64.21,6,247
27.223.72.181,1,247
27.223.86.226,1,55
27.223.118.140,8,55
27.223.94.138,10,119
27.223.118.178,8,55
27.223.70.79,5,245
27.223.107.94,10,55
27.223.79.193,8,247
27.223.78.45,9,55
27.223.82.229,9,247
27.223.85.141,6,247
27.223.118.22,11,55
27.223.121.119,8,55
27.223.93.53,11,247
27.223.93.215,9,247
27.223.66.199,10,247
27.223.64.171,9,247
27.223.118.4,13,55
27.223.98.89,13,247
27.223.101.186,2,55
27.223.72.169,11,247
27.223.81.209,11,247
27.223.116.116,8,55
27.223.90.93,8,247
27.223.64.13,9,247
27.223.124.22,7,55
27.223.122.57,12,247
27.223.70.57,5,246
27.223.84.73,5,247
27.223.73.82,10,55
27.223.74.166,10,246
27.223.92.213,7,247
27.223.85.85,7,246
27.223.82.207,1,247
27.223.110.210,6,55
27.223.99.189,1,246
27.223.89.61,6,247
27.223.84.116,5,55
27.223.81.197,11,247
27.223.93.45,2,247
27.223.102.37,6,247
27.223.117.10,5,55
27.223.100.92,9,55
27.223.90.81,8,247
27.223.102.105,6,247
27.223.70.100,10,246
27.223.103.189,6,55
27.223.116.20,9,55
27.223.95.126,5,53
27.223.121.217,8,55
27.223.116.60,11,55
27.223.104.105,6,247
27.223.97.57,2,247
27.223.122.1,1,247
27.223.77.22,11,246
27.223.116.108,5,55
27.223.66.65,1,247
27.223.121.36,8,55
27.223.121.32,11,55
27.223.107.14,12,55
27.223.122.49,7,247
27.223.117.95,10,55
27.223.124.85,4,247
27.223.124.14,9,55
27.223.68.181,5,247
27.223.117.154,12,55
27.223.90.90,12,55
27.223.65.150,7,246
27.223.97.66,2,55
27.223.76.18,10,55
27.223.119.85,5,248
27.223.98.110,7,55
27.223.73.178,7,246
27.223.121.39,12,55
27.223.95.97,6,247
27.223.119.94,6,247
27.223.99.104,5,246
27.223.102.201,10,247
27.223.99.33,0,247
27.223.107.107,5,119
27.223.81.223,6,247
27.223.118.219,11,55
27.223.102.233,1,247
27.223.121.132,10,55
27.223.64.175,5,247
27.223.72.173,7,247
27.223.125.193,5,246
27.223.126.66,5,246
27.223.121.61,8,55
27.223.75.1,5,247
27.223.118.48,4,55
27.223.74.81,7,247
27.223.65.97,6,247
27.223.93.207,1,247
27.223.85.119,6,247
27.223.67.213,5,247
27.223.91.162,6,55
27.223.70.3,5,245
27.223.98.138,6,55
27.223.93.31,7,247
27.223.101.235,6,247
27.223.86.217,2,247
27.223.106.141,2,247
27.223.82.153,7,247
27.223.117.14,8,55
27.223.116.94,5,55
27.223.95.223,1,247
27.223.70.66,5,246
27.223.91.37,19,55
27.223.91.223,2,247
27.223.82.186,12,55
27.223.94.31,6,247
27.223.72.197,2,55
27.223.95.125,1,53
27.223.117.251,8,55
27.223.125.98,6,246
27.223.68.153,11,247
27.223.65.222,6,55
27.223.85.102,8,246
27.223.75.25,9,247
27.223.79.209,0,247
27.223.93.14,7,55
27.223.68.82,5,246
27.223.81.47,9,247
27.223.101.173,1,247
27.223.70.115,0,246
27.223.98.46,14,55
27.223.86.63,0,247
27.223.73.93,11,247
27.223.117.94,8,55
27.223.66.149,6,247
27.223.118.110,9,55
27.223.87.157,8,247
27.223.78.81,6,247
27.223.83.9,8,247
27.223.116.139,5,55
27.223.93.231,6,247
27.223.117.153,12,55
27.223.70.15,10,246
27.223.91.149,9,247
27.223.116.77,8,55
27.223.65.209,0,247
27.223.94.254,7,55
27.223.81.159,7,247
27.223.102.116,8,55
27.223.94.122,9,55
27.223.82.165,1,247
27.223.68.69,9,247
27.223.88.13,9,247
27.223.101.222,7,119
27.223.84.34,1,119
27.223.107.22,10,55
27.223.117.38,12,55
27.223.66.233,7,247
27.223.85.6,2,55
27.223.118.191,10,55
27.223.91.49,5,247
27.223.121.47,4,55
27.223.69.50,7,55
27.223.105.254,8,242
27.223.99.150,5,246
27.223.118.120,8,55
27.223.98.25,6,247
27.223.88.97,6,247
27.223.107.153,6,247
27.223.65.225,1,247
27.223.94.202,7,246
27.223.67.118,8,119
27.223.70.64,10,246
27.223.121.178,8,55
27.223.68.85,2,247
27.223.65.189,5,247
