ip,rtt,ttl
27.223.59.74,7,247
27.223.29.94,10,246
27.223.39.225,3,55
27.223.42.64,1,55
27.223.42.255,8,55
27.223.38.118,4,55
27.223.45.114,7,55
27.223.39.76,3,55
27.223.25.19,6,247
27.223.45.180,2,55
27.223.41.121,9,55
27.223.46.115,5,55
27.223.27.37,9,248
27.223.40.14,5,55
27.223.48.230,8,55
27.223.40.228,8,55
27.223.50.119,6,55
27.223.49.226,10,55
27.223.5.101,6,247
27.223.52.9,3,55
27.223.49.12,8,55
27.223.44.252,8,55
27.223.40.193,4,21
27.223.52.47,8,55
27.223.9.20,11,55
27.223.13.137,10,247
27.223.59.85,5,248
27.223.48.112,8,55
27.223.37.200,3,55
27.223.52.226,8,55
27.223.46.71,2,55
27.223.20.40,6,55
27.223.58.185,1,248
27.223.28.137,10,247
27.223.44.234,5,55
27.223.48.94,4,55
27.223.31.33,9,247
27.223.36.115,3,55
27.223.44.55,2,55
27.223.5.89,5,247
27.223.43.149,8,55
27.223.47.9,2,55
27.223.47.171,3,55
27.223.4.99,10,55
27.223.41.209,8,55
27.223.50.207,9,55
27.223.3.106,8,55
27.223.57.82,3,55
27.223.57.244,6,55
27.223.39.37,8,55
27.223.7.58,10,46
27.223.13.81,10,247
27.223.9.12,10,55
27.223.13.129,5,247
27.223.11.186,7,246
27.223.49.187,8,55
27.223.18.109,5,247
27.223.18.113,11,247
27.223.19.197,6,247
27.223.26.142,17,55
27.223.36.19,8,55
27.223.37.9,12,55
27.223.44.43,5,55
27.223.20.113,10,55
27.223.52.222,8,55
27.223.35.26,1,55
27.223.36.59,8,55
27.223.42.60,3,55
27.223.46.169,2,55
27.223.36.178,3,55
27.223.56.76,2,55
27.223.43.93,9,55
27.223.34.153,6,55
27.223.41.187,5,55
27.223.42.128,4,55
27.223.7.101,8,247
27.223.43.141,2,55
27.223.42.124,9,55
27.223.37.94,2,55
27.223.47.72,2,55
27.223.44.128,3,55
27.223.39.25,3,55
27.223.50.185,3,55
27.223.35.97,1,55
27.223.45.244,7,55
27.223.45.240,8,55
27.223.42.131,7,55
27.223.57.26,6,55
27.223.47.244,7,55
27.223.40.177,4,55
27.223.49.175,3,55
27.223.61.2,2,246
27.223.61.195,5,247
27.223.57.74,1,55
27.223.56.161,6,55
27.223.1.101,6,247
27.223.6.110,13,119
27.223.4.14,26,55
27.223.0.73,13,247
27.223.30.10,8,246
27.223.58.61,0,248
27.223.15.181,10,247
27.223.10.149,12,247
27.223.41.230,4,55
27.223.21.178,12,55
27.223.27.50,9,247
27.223.49.184,4,55
27.223.50.228,6,55
27.223.52.219,3,55
27.223.16.122,9,246
27.223.38.30,4,55
27.223.38.159,3,55
27.223.60.1,1,247
27.223.23.222,7,246
27.223.18.241,6,247
27.223.45.64,3,55
27.223.40.55,4,55
27.223.42.224,9,55
27.223.16.73,8,247
27.223.46.84,7,55
27.223.37.244,8,55
27.223.48.180,8,55
27.223.49.53,8,55
27.223.42.153,8,55
27.223.45.22,5,55
27.223.39.100,3,55
27.223.52.88,9,55
27.223.22.70,10,246
27.223.43.0,9,55
27.223.58.253,0,248
27.223.48.138,3,55
27.223.59.126,4,247
27.223.25.29,7,247
27.223.46.13,2,55
27.223.49.250,9,55
27.223.46.116,8,55
27.223.4.173,9,247
27.223.8.254,13,55
27.223.39.51,8,55
27.223.56.189,1,55
27.223.49.201,8,55
27.223.52.236,3,55
27.223.60.18,11,245
27.223.14.213,9,247
27.223.37.13,11,55
27.223.42.2,2,55
27.223.44.47,8,55
27.223.43.127,8,55
27.223.56.80,6,55
27.223.61.73,1,247
27.223.30.213,11,247
27.223.9.43,9,247
27.223.37.191,3,55
27.223.44.225,2,55
27.223.20.112,6,55
27.223.31.143,6,247
27.223.19.157,8,247
27.223.48.85,3,55
27.223.38.50,8,55
27.223.50.131,2,55
27.223.1.73,11,247
27.223.42.63,7,55
27.223.26.22,11,55
27.223.5.117,9,247
27.223.45.179,7,55
27.223.58.158,3,247
27.223.45.84,8,55
27.223.0.145,9,247
27.223.44.127,2,55
27.223.15.153,7,247
27.223.48.200,8,55
27.223.36.138,8,55
27.223.43.172,3,55
27.223.47.243,7,55
27.223.41.196,4,119
27.223.50.194,3,55
27.223.28.153,5,247
27.223.36.76,9,55
27.223.59.17,5,248
27.223.57.105,6,55
27.223.37.37,3,55
27.223.46.226,8,55
27.223.38.131,3,55
