ip,rtt,ttl
39.88.251.219,9,55
39.88.175.95,12,55
39.88.196.181,13,55
39.88.202.192,8,55
39.88.221.131,8,55
39.88.246.3,13,55
39.88.253.30,10,55
39.88.128.114,13,55
39.88.146.23,13,55
39.88.146.86,12,55
39.88.238.6,7,55
39.88.222.57,8,55
39.88.210.2,11,55
39.88.139.107,6,55
39.88.141.96,8,55
39.88.195.171,6,55
39.88.239.227,11,55
39.88.174.72,9,55
39.88.157.214,12,55
39.88.233.204,10,55
39.88.190.76,11,55
39.88.227.197,7,55
39.88.219.33,12,55
39.88.201.86,8,55
39.88.227.52,8,55
39.88.234.250,10,55
39.88.135.27,13,55
39.88.150.163,6,55
39.88.201.186,8,55
39.88.234.106,10,55
39.88.130.45,8,55
39.88.129.174,12,55
39.88.252.149,6,55
39.88.179.157,11,55
39.88.131.46,8,55
39.88.152.85,7,55
39.88.180.239,8,55
39.88.237.86,8,55
39.88.145.158,7,55
39.88.224.194,8,55
39.88.217.188,8,55
39.88.224.12,15,55
39.88.247.166,13,55
39.88.133.228,8,55
39.88.164.130,8,55
39.88.201.43,8,55
39.88.141.133,14,55
39.88.184.16,9,55
39.88.148.56,10,55
39.88.154.18,11,119
39.88.139.251,6,55
39.88.171.159,9,55
39.88.233.217,5,55
39.88.206.48,13,55
39.88.249.55,16,55
39.88.185.251,13,55
39.88.206.91,12,55
39.88.235.152,8,55
39.88.136.68,6,55
39.88.207.235,6,55
39.88.142.191,14,55
39.88.245.104,13,55
39.88.137.69,5,55
39.88.135.197,12,55
39.88.188.100,7,55
39.88.160.182,7,55
39.88.230.177,7,55
39.88.130.148,13,55
39.88.216.171,12,55
39.88.160.119,13,55
39.88.146.199,8,55
39.88.192.128,5,55
39.88.167.35,8,55
39.88.132.166,9,55
39.88.246.170,8,55
39.88.254.56,14,55
39.88.237.105,11,55
39.88.247.90,16,55
39.88.238.31,8,55
39.88.144.233,13,55
39.88.231.103,16,55
39.88.221.5,13,55
39.88.224.159,9,55
39.88.237.78,12,55
39.88.253.236,10,55
39.88.154.55,6,55
39.88.138.189,10,55
39.88.142.21,8,55
39.88.162.115,14,55
39.88.133.147,13,55
39.88.149.114,6,55
39.88.235.7,6,55
39.88.195.161,8,55
39.88.207.2,7,55
39.88.249.216,7,55
39.88.255.201,11,55
39.88.212.97,11,55
39.88.215.165,6,55
39.88.129.243,8,55
39.88.159.121,8,55
39.88.136.171,6,55
39.88.143.232,8,55
39.88.250.118,6,55
39.88.150.28,6,55
39.88.136.10,6,55
39.88.196.174,12,55
39.88.166.37,13,55
39.88.223.142,8,55
39.88.253.60,10,55
39.88.140.215,8,55
39.88.139.170,6,55
39.88.163.149,8,55
39.88.183.186,8,55
39.88.214.188,5,55
39.88.148.200,11,55
39.88.201.33,8,55
39.88.167.211,8,55
39.88.237.252,7,55
39.88.245.117,14,55
39.88.132.252,9,55
39.88.247.115,13,55
39.88.147.138,12,55
39.88.185.165,8,55
39.88.249.229,6,55
39.88.218.235,8,55
39.88.170.178,13,55
39.88.158.72,9,55
39.88.219.22,8,55
39.88.141.196,14,55
39.88.206.38,11,55
39.88.151.2,6,55
39.88.201.179,9,55
39.88.152.17,6,55
39.88.173.66,10,55
39.88.203.5,7,55
39.88.176.147,8,55
39.88.228.18,13,55
39.88.246.189,8,55
39.88.159.113,8,55
39.88.156.154,14,55
39.88.157.1,8,55
39.88.176.210,11,55
39.88.253.52,6,55
39.88.236.235,7,55
39.88.175.149,11,55
39.88.230.51,14,55
39.88.180.209,8,55
39.88.209.54,8,55
39.88.181.16,8,55
39.88.169.102,7,55
39.88.246.162,15,55
39.88.160.114,10,55
39.88.253.79,11,55
39.88.129.73,9,55
39.88.139.19,10,55
39.88.148.119,6,55
39.88.195.75,6,55
39.88.212.87,5,55
39.88.170.215,13,55
39.88.164.244,7,55
39.88.226.254,8,55
39.88.227.41,8,55
39.88.157.158,13,55
39.88.207.228,6,55
39.88.158.242,8,55
39.88.178.180,7,55
39.88.150.97,10,55
39.88.229.45,13,55
