ip,rtt,ttl
112.6.3.63,12,246
112.6.82.231,10,54
112.6.68.231,8,54
112.6.125.164,6,245
112.6.85.176,10,44
112.6.73.156,11,245
112.6.35.153,14,54
112.6.115.158,7,55
112.6.42.141,12,54
112.6.46.88,11,54
112.6.86.99,9,44
112.6.117.248,8,55
112.6.88.4,11,54
112.6.108.166,7,55
112.6.126.94,8,55
112.6.125.110,8,246
112.6.41.40,14,54
112.6.87.15,8,44
112.6.98.21,6,55
112.6.70.143,11,54
112.6.70.62,11,54
112.6.83.189,10,37
112.6.94.226,10,55
112.6.48.211,7,243
112.6.121.200,15,54
112.6.63.137,11,54
112.6.123.92,11,54
112.6.87.87,9,44
112.6.74.243,9,54
112.6.110.5,12,54
112.6.19.1,14,247
112.6.124.253,7,245
112.6.88.11,11,54
112.6.108.186,12,118
112.6.98.93,6,55
112.6.87.186,10,44
112.6.124.8,7,55
112.6.24.140,11,55
112.6.98.192,7,55
112.6.74.150,9,54
112.6.12.48,14,246
112.6.111.1,7,55
112.6.5.35,14,55
112.6.124.80,5,55
112.6.87.93,11,44
112.6.110.176,11,37
112.6.115.59,9,246
112.6.63.225,10,246
112.6.98.99,7,55
112.6.124.179,7,244
112.6.35.229,13,54
112.6.63.57,11,245
112.6.14.45,12,55
112.6.63.226,11,54
112.6.63.240,11,54
112.6.48.162,6,243
112.6.49.25,8,243
112.6.75.240,10,53
112.6.122.194,13,245
112.6.46.90,14,54
112.6.124.86,6,55
112.6.41.74,12,245
112.6.46.215,10,54
112.6.9.9,16,119
112.6.86.47,11,44
112.6.74.101,8,54
112.6.70.39,11,54
112.6.7.1,12,247
112.6.14.63,15,55
112.6.19.133,12,55
112.6.24.208,11,246
112.6.51.38,7,53
112.6.87.44,10,44
112.6.119.58,12,54
112.6.32.111,11,54
112.6.101.3,10,246
112.6.87.163,11,44
112.6.63.171,11,54
112.6.98.50,6,55
112.6.70.29,12,245
112.6.116.225,6,247
112.6.126.88,11,246
112.6.48.214,5,243
112.6.98.169,7,55
112.6.74.210,8,54
112.6.125.176,7,245
112.6.119.73,9,246
112.6.40.167,14,54
112.6.85.85,10,44
112.6.49.252,6,243
112.6.94.2,10,246
112.6.85.97,12,44
112.6.110.34,12,245
112.6.51.5,7,53
112.6.87.30,10,44
112.6.87.153,9,44
112.6.122.145,12,246
112.6.12.50,16,246
112.6.42.253,12,54
112.6.98.36,6,55
112.6.124.37,6,55
112.6.98.159,6,55
