ip,rtt,ttl
123.234.118.241,2,55
123.234.109.15,1,55
123.234.34.89,3,247
123.234.98.3,3,55
123.234.75.244,3,55
123.234.3.149,0,56
123.234.80.79,2,55
123.234.17.229,3,55
123.234.32.81,5,247
123.234.124.3,2,55
123.234.12.97,2,55
123.234.14.136,2,55
123.234.93.108,1,55
123.234.93.124,2,55
123.234.116.112,3,55
123.234.83.121,5,247
123.234.96.24,6,55
123.234.75.7,7,55
123.234.84.182,8,55
123.234.110.175,3,55
123.234.60.114,7,55
123.234.14.135,2,55
123.234.55.38,7,55
123.234.92.195,1,55
123.234.57.249,9,55
123.234.55.197,7,55
123.234.125.52,2,55
123.234.47.6,5,246
123.234.16.215,5,55
123.234.88.101,8,55
123.234.62.158,6,55
123.234.61.237,2,55
123.234.112.134,7,55
123.234.95.189,7,55
123.234.98.89,8,55
123.234.63.231,8,55
123.234.6.127,1,117
123.234.108.180,2,55
123.234.108.196,4,55
123.234.93.93,6,55
123.234.56.160,6,55
123.234.16.65,6,55
123.234.94.154,6,55
123.234.88.155,8,55
123.234.12.17,1,55
123.234.69.15,4,55
123.234.60.231,8,55
123.234.95.249,7,55
123.234.66.28,10,55
123.234.116.21,7,55
123.234.97.54,3,55
123.234.94.208,2,55
123.234.3.173,1,55
123.234.75.48,4,55
123.234.62.225,4,55
123.234.126.212,6,55
123.234.73.3,3,119
123.234.11.1,5,245
123.234.54.152,7,55
123.234.40.183,5,247
123.234.57.107,6,55
123.234.14.55,5,55
123.234.69.174,5,55
123.234.119.199,3,55
123.234.108.11,6,55
123.234.119.215,7,55
123.234.97.108,2,55
123.234.79.89,6,246
123.234.70.137,5,247
123.234.109.226,2,55
123.234.88.146,6,55
123.234.112.220,1,55
123.234.88.196,6,55
123.234.80.212,5,55
123.234.75.115,11,55
123.234.17.48,10,55
123.234.16.239,11,55
123.234.115.108,1,55
123.234.108.165,1,55
123.234.124.233,2,55
123.234.124.217,7,55
123.234.12.40,2,55
123.234.68.129,6,55
123.234.55.194,2,55
123.234.116.6,2,55
123.234.119.30,6,55
123.234.117.67,2,55
123.234.110.24,2,55
123.234.94.249,2,55
123.234.45.51,2,55
123.234.94.199,6,55
123.234.79.206,5,246
123.234.122.24,5,55
123.234.13.90,2,55
123.234.13.139,2,55
123.234.90.13,6,55
123.234.77.129,7,55
123.234.92.78,6,55
123.234.14.78,1,55
123.234.12.57,2,55
123.234.55.193,6,55
123.234.119.184,7,55
123.234.117.121,2,55
123.234.127.42,1,55
123.234.89.7,4,55
123.234.97.99,6,55
123.234.97.149,6,55
123.234.61.242,4,55
123.234.126.7,2,55
123.234.95.60,1,55
123.234.103.56,6,55
123.234.30.153,5,247
123.234.98.222,2,55
123.234.63.236,3,55
123.234.10.1,5,245
123.234.14.95,5,55
123.234.37.133,10,247
123.234.92.237,5,55
123.234.66.25,5,55
123.234.110.65,2,55
123.234.110.15,6,55
123.234.126.61,7,55
123.234.97.216,6,55
123.234.60.228,7,55
123.234.17.25,7,55
123.234.17.177,3,55
123.234.27.211,0,247
123.234.73.8,6,55
123.234.85.139,2,55
123.234.106.73,2,247
123.234.14.40,6,55
123.234.66.24,5,55
123.234.117.112,2,55
123.234.3.165,1,56
123.234.45.140,2,55
123.234.17.51,2,55
123.234.117.162,6,55
123.234.60.78,9,55
123.234.62.222,11,55
123.234.32.77,3,247
123.234.111.138,7,55
123.234.32.126,3,246
123.234.91.192,6,55
123.234.101.94,2,55
123.234.0.13,0,57
123.234.69.170,10,55
123.234.96.100,7,55
123.234.67.210,8,55
123.234.110.132,7,55
123.234.18.133,6,247
123.234.80.217,1,55
123.234.54.97,2,55
123.234.12.229,6,55
123.234.114.247,8,246
123.234.55.113,6,55
123.234.108.53,6,55
123.234.122.157,4,55
123.234.17.127,7,55
123.234.90.18,6,55
123.234.19.193,0,247
123.234.118.169,1,55
123.234.105.187,7,55
123.234.109.16,2,55
123.234.115.150,6,55
123.234.117.229,1,55
123.234.126.52,6,55
123.234.75.112,4,55
123.234.126.102,7,55
123.234.16.231,6,55
123.234.26.34,6,119
123.234.60.252,4,55
123.234.90.189,6,55
123.234.61.61,9,55
123.234.50.181,12,247
123.234.123.187,11,55
123.234.107.8,13,55
123.234.15.52,6,55
123.234.116.113,6,55
123.234.119.72,9,55
123.234.92.234,9,55
123.234.98.227,8,55
123.234.68.74,3,55
123.234.54.197,3,55
123.234.114.105,7,55
123.234.92.233,1,55
123.234.124.90,2,55
123.234.2.49,0,57
123.234.55.136,7,55
123.234.69.90,8,55
123.234.0.28,2,57
123.234.45.117,3,55
123.234.126.169,4,55
123.234.89.4,13,55
123.234.24.35,11,55
123.234.125.53,11,55
123.234.62.246,13,55
123.234.88.110,8,55
123.234.45.143,7,55
123.234.12.210,3,55
123.234.57.103,2,55
123.234.57.152,2,55
123.234.118.27,6,55
123.234.55.153,6,55
123.234.2.1,1,248
123.234.34.39,6,247
123.234.15.115,6,55
123.234.94.163,6,55
123.234.97.213,1,55
123.234.75.136,4,55
123.234.75.201,8,55
123.234.111.143,6,55
123.234.41.65,5,247
123.234.55.98,1,55
123.234.108.50,6,55
123.234.97.63,3,55
123.234.61.190,1,55
123.234.45.67,5,55
123.234.16.113,9,55
123.234.80.36,7,55
123.234.45.219,6,55
123.234.113.102,5,55
123.234.85.84,5,55
123.234.68.174,6,55
123.234.108.49,1,55
123.234.115.147,2,55
123.234.15.67,1,55
123.234.69.130,7,55
123.234.119.69,7,55
123.234.24.98,5,55
123.234.69.113,16,55
123.234.89.93,2,55
123.234.61.64,2,55
123.234.110.129,7,119
123.234.54.31,1,55
123.234.63.32,8,55
123.234.91.137,2,55
123.234.63.184,12,55
123.234.31.197,9,247
123.234.122.162,11,55
123.234.92.153,3,55
123.234.117.226,2,55
123.234.95.81,6,55
123.234.63.58,7,55
123.234.127.180,2,55
123.234.12.20,4,55
123.234.69.75,5,55
123.234.124.87,3,55
123.234.119.68,6,55
123.234.78.75,6,55
123.234.12.27,6,55
123.234.124.86,10,55
