ip,rtt,ttl
182.34.151.242,10,54
182.34.148.155,14,54
182.34.149.152,17,54
182.34.149.162,11,54
182.34.148.240,8,54
182.34.148.106,10,54
182.34.150.217,8,54
182.34.151.0,10,54
182.34.148.65,9,54
182.34.150.150,10,54
182.34.151.150,12,54
182.34.150.59,12,54
182.34.149.179,12,54
182.34.148.199,11,54
182.34.148.111,12,54
182.34.150.112,12,54
182.34.150.155,7,54
182.34.149.82,10,54
182.34.148.26,10,54
182.34.148.45,10,54
182.34.148.231,10,54
182.34.151.138,9,54
182.34.151.165,9,54
182.34.149.188,9,54
182.34.149.240,10,54
182.34.149.229,9,54
182.34.151.44,9,54
182.34.148.185,10,54
182.34.151.143,12,54
182.34.148.180,11,54
182.34.151.7,10,54
182.34.149.150,9,54
182.34.151.125,11,54
182.34.148.247,10,54
182.34.149.207,11,54
182.34.149.160,12,54
182.34.148.201,10,54
182.34.150.175,11,54
182.34.150.66,8,54
182.34.150.152,9,54
182.34.150.241,11,54
182.34.149.204,11,54
182.34.148.248,9,54
182.34.149.74,10,54
182.34.150.42,11,54
182.34.149.205,10,54
182.34.150.157,11,54
182.34.149.98,13,54
182.34.149.153,12,54
182.34.151.203,10,54
182.34.148.5,11,54
182.34.151.98,8,54
182.34.151.148,8,54
182.34.149.110,10,54
182.34.148.175,12,54
182.34.150.79,8,54
182.34.151.176,9,54
182.34.151.83,10,54
182.34.148.147,10,54
182.34.148.172,11,54
182.34.151.41,10,54
182.34.148.186,10,54
182.34.149.13,11,54
182.34.149.171,9,54
182.34.151.29,7,54
182.34.148.202,13,54
182.34.150.127,9,54
182.34.150.125,11,54
182.34.151.6,9,54
182.34.151.31,13,54
182.34.151.231,8,54
182.34.149.169,12,54
182.34.151.162,10,54
182.34.148.250,13,54
182.34.149.164,11,54
182.34.151.166,10,54
182.34.148.46,10,54
182.34.150.10,12,54
182.34.148.73,9,54
182.34.151.108,11,54
182.34.148.253,12,54
182.34.151.92,12,54
182.34.148.62,9,54
182.34.150.190,11,54
182.34.150.72,10,54
182.34.149.101,9,54
182.34.150.168,12,54
182.34.150.97,10,54
182.34.149.187,10,54
182.34.148.200,14,54
182.34.150.206,8,54
182.34.150.90,9,54
182.34.149.242,9,54
182.34.149.86,10,54
182.34.149.91,10,54
182.34.151.233,12,54
182.34.148.37,7,54
182.34.148.74,11,54
182.34.150.31,8,54
182.34.148.119,12,54
182.34.148.162,9,54
182.34.149.25,14,54
182.34.148.191,8,54
182.34.150.103,11,54
182.34.148.23,11,54
182.34.149.106,14,54
182.34.148.169,10,54
182.34.148.135,10,54
182.34.148.75,14,54
182.34.149.127,11,54
182.34.151.177,12,54
182.34.148.99,10,54
182.34.149.126,11,54
182.34.151.142,10,54
182.34.148.153,9,54
182.34.149.65,10,54
182.34.151.179,8,54
182.34.150.139,11,54
182.34.150.238,11,54
182.34.149.143,14,54
182.34.151.161,9,118
182.34.151.28,8,54
182.34.149.100,8,54
182.34.150.116,11,54
182.34.151.185,13,54
182.34.148.137,12,54
182.34.149.234,10,54
182.34.150.219,9,54
182.34.151.173,9,54
182.34.148.3,9,54
182.34.148.138,8,54
182.34.149.250,8,54
182.34.148.76,10,54
182.34.149.215,9,54
182.34.148.234,10,54
182.34.150.71,8,54
182.34.150.138,12,54
182.34.150.147,8,54
182.34.151.190,11,54
182.34.148.94,7,54
182.34.151.46,12,54
182.34.149.172,11,54
182.34.150.5,10,54
182.34.149.168,12,54
182.34.150.1,13,54
182.34.151.130,11,54
182.34.148.236,9,54
182.34.148.47,13,54
182.34.151.238,9,54
182.34.149.60,10,54
182.34.149.206,10,54
182.34.150.107,11,54
182.34.150.110,12,54
182.34.148.27,11,54
182.34.151.64,10,54
182.34.150.229,10,54
182.34.150.60,14,54
182.34.150.214,11,54
182.34.148.49,10,54
182.34.151.65,8,54
182.34.149.57,7,54
182.34.150.99,15,54
182.34.150.98,11,54
182.34.150.18,9,54
182.34.149.53,9,54
182.34.150.58,10,54
182.34.150.3,10,54
182.34.148.2,8,54
182.34.148.192,11,54
182.34.151.15,9,54
182.34.148.173,11,54
182.34.151.78,11,54
182.34.151.30,11,54
182.34.150.21,11,54
182.34.151.4,11,54
182.34.148.241,8,54
182.34.148.195,10,54
182.34.149.245,11,54
182.34.149.92,10,54
182.34.148.190,12,54
182.34.150.160,12,54
182.34.151.217,13,54
182.34.150.163,11,54
182.34.148.34,13,54
182.34.149.22,10,54
182.34.150.89,10,54
182.34.150.177,9,54
182.34.149.192,13,54
182.34.150.159,9,54
182.34.151.69,9,54
182.34.149.186,11,54
182.34.149.36,10,54
182.34.151.222,8,54
182.34.148.245,9,54
182.34.149.111,11,54
182.34.151.49,11,54
182.34.148.254,8,54
182.34.151.235,9,54
182.34.151.80,11,54
182.34.150.202,8,54
182.34.150.38,9,54
182.34.150.129,9,54
182.34.150.145,9,54
182.34.150.231,11,54
182.34.151.252,8,54
182.34.148.149,9,54
182.34.151.27,10,54
182.34.151.223,10,54
182.34.148.124,8,54
182.34.151.107,9,54
182.34.149.30,10,54
182.34.148.10,8,54
182.34.150.153,11,54
182.34.148.4,13,54
182.34.149.51,12,54
182.34.150.83,11,54
182.34.149.125,9,54
182.34.150.44,11,54
182.34.149.226,12,54
182.34.149.61,11,54
182.34.150.108,10,54
182.34.150.218,10,54
182.34.148.53,9,54
182.34.149.158,8,54
182.34.151.228,13,54
182.34.150.121,11,54
182.34.150.141,9,54
182.34.149.191,12,54
182.34.150.46,11,54
182.34.149.148,11,54
182.34.148.36,16,54
182.34.149.170,8,54
182.34.151.215,9,54
182.34.150.254,10,54
182.34.151.20,12,54
182.34.151.224,11,54
182.34.148.168,9,54
182.34.149.130,10,54
182.34.149.232,10,54
182.34.151.245,8,54
182.34.151.227,10,54
182.34.151.84,12,54
182.34.151.182,11,54
182.34.149.24,11,54
182.34.150.176,11,54
182.34.148.121,9,54
182.34.149.190,10,54
182.34.148.244,11,54
182.34.150.167,8,54
182.34.148.84,13,54
182.34.148.196,11,54
182.34.148.43,9,54
182.34.150.191,10,54
182.34.148.103,9,54
182.34.148.163,12,54
182.34.151.79,10,54
182.34.150.142,73,54
182.34.148.176,9,54
182.34.150.224,8,54
182.34.150.7,11,54
182.34.150.56,8,54
182.34.150.47,11,54
182.34.151.37,11,54
182.34.151.186,11,54
182.34.151.167,13,54
182.34.148.32,10,54
182.34.151.25,9,54
182.34.150.193,10,54
182.34.150.17,14,54
182.34.150.156,10,54
182.34.150.76,10,54
182.34.149.34,9,54
182.34.150.16,11,54
182.34.148.11,8,54
182.34.151.191,9,54
182.34.148.188,11,54
182.34.149.141,9,54
182.34.149.26,11,54
182.34.149.70,12,54
182.34.149.238,10,54
182.34.151.54,11,54
182.34.148.214,8,54
182.34.149.178,10,54
182.34.150.64,13,54
182.34.150.201,10,54
182.34.149.219,10,54
182.34.150.13,10,54
