ip,rtt,ttl
124.129.213.133,5,55
124.129.186.204,11,55
124.129.158.147,7,55
124.129.195.5,1,55
124.129.148.174,1,55
124.129.238.204,13,55
124.129.132.216,9,55
124.129.133.236,2,55
124.129.133.225,6,55
124.129.131.193,2,55
124.129.191.65,7,55
124.129.140.131,3,55
124.129.145.41,5,55
124.129.140.141,6,55
124.129.140.161,6,55
124.129.139.202,5,55
124.129.139.213,6,55
124.129.196.244,7,55
124.129.145.86,4,55
124.129.192.64,2,55
124.129.145.96,4,55
124.129.145.116,5,55
124.129.221.157,2,55
124.129.153.3,9,55
124.129.213.43,5,55
124.129.242.174,8,55
124.129.176.228,7,55
124.129.244.150,8,55
124.129.207.115,6,55
124.129.143.148,3,55
124.129.198.220,5,55
124.129.140.103,8,55
124.129.153.78,6,55
124.129.153.48,8,55
124.129.197.243,8,55
124.129.219.1,7,247
124.129.182.149,8,55
124.129.207.39,2,55
124.129.215.31,5,55
124.129.214.211,8,55
124.129.164.39,10,55
124.129.133.147,1,55
124.129.165.18,8,55
124.129.209.98,5,55
124.129.145.58,3,55
124.129.157.200,5,246
124.129.199.219,4,55
124.129.221.186,2,55
124.129.204.215,1,55
124.129.165.161,6,55
124.129.173.115,8,55
124.129.141.74,6,55
124.129.181.173,7,55
124.129.220.169,2,55
124.129.128.18,6,55
124.129.193.188,7,55
124.129.215.107,8,55
124.129.169.38,9,55
124.129.170.17,6,247
124.129.156.241,8,55
124.129.211.132,2,55
124.129.223.174,2,55
124.129.156.252,8,55
124.129.133.1,1,247
124.129.175.226,6,55
124.129.217.90,2,55
124.129.164.151,6,55
124.129.146.29,2,55
124.129.165.206,6,55
124.129.165.216,6,55
124.129.141.14,1,55
124.129.212.131,8,55
124.129.141.32,2,55
124.129.187.94,6,55
124.129.192.210,2,55
124.129.128.17,1,55
124.129.153.247,5,55
124.129.201.46,8,55
124.129.142.66,3,55
124.129.243.25,12,55
124.129.237.198,12,55
124.129.243.144,7,55
124.129.237.108,13,55
124.129.152.41,0,248
124.129.229.136,14,55
124.129.131.210,2,55
124.129.179.125,11,55
124.129.180.151,11,55
124.129.156.163,5,55
124.129.176.82,11,55
124.129.221.18,5,55
124.129.180.206,7,55
124.129.180.226,7,55
124.129.180.196,8,55
124.129.231.195,12,55
124.129.145.243,5,55
124.129.186.72,11,55
124.129.165.178,11,55
124.129.128.75,1,55
124.129.147.21,8,55
124.129.213.214,8,55
124.129.142.65,3,55
124.129.239.20,9,55
124.129.239.96,9,55
124.129.179.2,10,55
124.129.141.38,2,55
124.129.140.120,6,55
124.129.222.101,2,55
124.129.180.11,11,55
124.129.147.20,4,55
124.129.180.22,11,55
124.129.200.109,6,55
124.129.191.188,10,55
124.129.186.147,10,55
124.129.186.117,11,55
124.129.159.105,8,55
124.129.142.123,8,55
124.129.195.106,1,55
124.129.132.222,4,55
124.129.196.85,3,55
124.129.244.222,13,55
124.129.158.53,2,55
124.129.192.7,6,55
124.129.170.81,10,247
124.129.197.111,8,55
124.129.180.168,10,55
124.129.191.233,10,55
124.129.191.243,11,55
124.129.145.249,8,55
124.129.205.105,6,247
124.129.166.149,11,55
124.129.203.199,6,55
124.129.197.156,2,55
124.129.191.59,6,55
