ip,rtt,ttl
123.168.98.218,18,54
123.168.98.23,12,54
123.168.98.146,12,54
123.168.98.97,11,54
123.168.98.103,16,54
123.168.98.55,14,54
123.168.98.20,10,54
123.168.96.1,8,246
123.168.98.64,12,54
123.168.98.169,12,118
123.168.98.128,12,54
123.168.98.116,14,54
123.168.114.1,10,245
123.168.98.28,15,54
123.168.98.182,12,54
123.168.98.1,9,246
123.168.98.38,19,54
123.168.98.59,10,54
123.168.98.130,21,54
123.168.98.21,12,54
123.168.98.76,17,54
123.168.124.1,2,246
123.168.98.22,13,54
123.168.98.107,11,54
