ip,rtt,ttl
112.6.204.190,11,55
112.6.211.59,9,246
112.6.243.134,8,55
112.6.204.66,9,55
112.6.207.200,9,246
112.6.225.44,14,245
112.6.236.35,10,55
112.6.208.73,8,55
112.6.239.43,10,55
112.6.239.74,10,55
112.6.197.212,7,53
112.6.230.181,8,55
112.6.201.27,10,55
112.6.243.34,6,55
112.6.234.136,8,52
112.6.216.252,9,55
112.6.163.134,9,54
112.6.172.62,12,54
112.6.217.247,9,55
112.6.166.167,11,53
112.6.239.198,8,55
112.6.167.155,11,54
112.6.244.237,8,55
112.6.225.3,14,55
112.6.167.35,11,54
112.6.233.243,12,55
112.6.139.18,12,245
112.6.239.2,10,55
112.6.204.187,7,55
112.6.247.79,9,55
112.6.167.137,11,54
112.6.208.65,7,247
112.6.204.198,8,55
112.6.152.193,8,246
112.6.214.82,10,21
112.6.225.68,15,55
112.6.194.104,9,55
112.6.168.209,10,246
112.6.167.225,9,246
112.6.208.76,10,55
112.6.239.67,11,55
112.6.225.83,12,55
112.6.168.126,11,54
112.6.130.27,11,53
112.6.142.79,12,118
112.6.237.24,6,55
112.6.174.84,8,54
112.6.247.21,10,55
112.6.200.65,6,247
112.6.166.124,14,54
112.6.230.220,14,246
112.6.131.174,11,54
112.6.211.80,6,246
112.6.167.112,10,54
112.6.237.35,11,55
112.6.244.234,11,55
112.6.199.238,7,21
112.6.207.14,18,55
112.6.140.34,13,54
112.6.215.39,8,55
112.6.172.5,11,54
112.6.235.43,8,246
112.6.244.245,8,55
112.6.196.140,9,55
112.6.226.40,15,55
112.6.164.60,9,54
112.6.212.186,7,119
112.6.200.134,7,55
112.6.174.104,11,54
112.6.209.150,7,119
112.6.146.1,12,246
112.6.184.202,9,54
112.6.213.109,8,55
112.6.211.55,6,246
112.6.243.166,8,55
112.6.235.146,9,55
112.6.232.91,17,55
112.6.191.129,11,245
112.6.219.242,12,52
112.6.201.50,8,246
112.6.196.160,9,55
112.6.248.81,8,247
112.6.176.94,11,54
112.6.248.238,7,55
112.6.244.199,7,55
112.6.239.85,9,246
112.6.198.51,8,55
112.6.230.177,10,247
112.6.234.132,7,31
112.6.172.83,13,54
112.6.210.138,8,55
112.6.176.1,10,246
112.6.130.134,10,54
112.6.211.62,7,55
112.6.194.196,14,54
112.6.199.227,8,55
112.6.218.113,12,52
112.6.225.98,10,55
112.6.210.237,146,55
112.6.203.42,7,31
112.6.167.47,10,54
112.6.233.215,8,55
112.6.234.139,8,51
112.6.178.3,13,54
112.6.129.59,11,245
112.6.129.172,13,54
112.6.162.92,20,245
112.6.234.58,9,246
112.6.178.18,11,54
112.6.140.36,11,54
112.6.247.150,6,54
112.6.225.104,13,55
112.6.235.135,9,119
112.6.139.60,11,54
112.6.172.34,10,54
112.6.166.27,12,54
112.6.141.26,10,54
112.6.248.227,8,55
112.6.203.130,10,246
112.6.242.142,6,55
112.6.163.92,7,54
112.6.216.105,6,119
112.6.203.131,10,55
112.6.215.193,6,247
112.6.137.138,13,54
112.6.209.98,11,119
112.6.172.20,12,54
112.6.174.5,33,245
112.6.216.106,7,55
112.6.168.149,9,246
112.6.226.194,16,246
112.6.184.103,7,118
112.6.129.169,8,54
112.6.174.126,13,245
112.6.146.53,9,246
112.6.232.13,11,247
112.6.243.232,9,55
112.6.196.61,9,55
112.6.193.86,7,55
112.6.244.145,11,55
112.6.205.14,13,50
112.6.164.49,12,54
112.6.162.41,11,54
112.6.212.95,7,55
112.6.241.96,6,55
112.6.196.182,11,55
112.6.239.54,9,246
112.6.206.210,8,55
112.6.218.115,12,52
112.6.247.8,12,55
112.6.217.46,8,55
112.6.163.49,8,245
112.6.198.60,8,55
112.6.237.95,6,246
112.6.240.21,9,55
112.6.240.134,7,55
112.6.230.70,9,55
112.6.245.49,10,55
112.6.239.40,14,55
112.6.242.202,7,55
112.6.214.106,9,55
112.6.172.36,13,54
112.6.216.188,12,119
112.6.176.93,11,54
112.6.216.69,8,55
112.6.226.145,13,119
112.6.152.121,9,246
112.6.209.113,5,247
112.6.213.76,9,55
112.6.130.135,11,53
112.6.128.33,957,246
112.6.243.183,8,55
112.6.218.72,12,52
112.6.219.209,11,52
112.6.168.10,12,54
112.6.233.137,6,246
112.6.219.205,12,52
112.6.210.236,86,55
112.6.162.182,7,50
112.6.204.25,8,246
112.6.237.92,28,55
112.6.141.72,29,54
112.6.212.45,7,55
112.6.239.234,8,55
112.6.245.46,11,55
112.6.184.164,11,54
112.6.217.251,11,55
112.6.246.30,8,54
112.6.228.1,10,247
112.6.234.57,9,55
112.6.202.193,5,247
112.6.189.251,8,48
112.6.237.45,7,55
112.6.242.234,7,55
112.6.206.71,8,55
112.6.167.164,11,54
