ip,rtt,ttl
114.215.164.223,0,62
114.215.164.93,6,62
114.215.167.9,0,120
114.215.164.193,3,56
114.215.165.164,1,120
114.215.166.167,0,57
114.215.161.249,0,249
114.215.166.193,0,127
114.215.164.17,8,120
114.215.167.67,0,120
114.215.165.96,8,120
114.215.161.247,0,249
114.215.165.62,1,56
114.215.166.113,1,120
114.215.167.147,0,62
114.215.167.165,0,127
114.215.164.151,0,57
114.215.164.158,0,56
114.215.166.17,4,57
114.215.164.254,0,120
114.215.165.43,1,62
114.215.167.77,3,120
114.215.167.186,1,57
114.215.166.74,0,62
114.215.164.118,0,63
114.215.167.219,1,56
114.215.161.248,0,249
114.215.165.58,2,62
