ip,rtt,ttl
223.81.87.189,5,247
223.81.87.229,6,247
223.81.80.109,5,247
223.81.84.26,5,247
223.81.84.33,5,247
223.81.87.252,6,247
223.81.80.142,5,247
223.81.88.99,7,119
223.81.84.46,5,247
223.81.87.171,6,247
223.81.80.60,5,247
223.81.88.97,6,247
223.81.80.128,7,247
223.81.87.195,5,247
223.81.80.169,6,247
223.81.87.179,5,247
223.81.80.78,5,247
223.81.87.210,5,247
223.81.87.182,6,247
223.81.84.53,5,247
223.81.80.160,5,247
223.81.84.1,5,247
223.81.87.154,5,247
223.81.80.94,5,247
223.81.80.150,6,247
223.81.87.148,6,247
223.81.84.58,6,247
223.81.84.42,5,247
223.81.88.41,9,247
223.81.87.156,5,247
223.81.80.91,5,247
223.81.84.28,7,247
223.81.87.208,5,247
223.81.84.47,6,247
223.81.80.0,5,247
223.81.84.41,5,247
223.81.80.9,5,247
223.81.87.214,8,247
223.81.87.199,5,247
223.81.80.63,6,247
223.81.87.138,8,247
223.81.80.48,5,247
223.81.87.188,5,247
223.81.80.163,5,247
223.81.87.123,5,247
223.81.87.133,5,247
223.81.87.224,10,247
223.81.80.114,5,247
223.81.80.73,5,247
223.81.88.30,6,54
223.81.87.150,6,247
223.81.80.119,5,247
223.81.87.250,8,247
223.81.80.53,5,247
223.81.87.159,5,247
223.81.87.211,5,247
223.81.87.200,6,247
223.81.80.193,8,247
223.81.80.188,5,247
223.81.87.121,5,247
223.81.80.85,5,247
223.81.87.178,7,247
223.81.87.131,6,247
223.81.88.146,5,45
223.81.88.37,6,55
223.81.94.6,8,55
223.81.87.175,5,247
223.81.87.176,6,247
223.81.80.13,5,247
223.81.87.124,6,247
223.81.84.36,6,247
223.81.80.183,5,247
223.81.84.9,5,247
223.81.80.7,5,247
223.81.80.155,5,247
223.81.80.180,5,247
223.81.87.181,7,247
223.81.80.194,8,247
223.81.87.142,6,247
223.81.80.6,5,247
223.81.84.64,6,247
223.81.87.140,6,247
223.81.87.135,5,247
223.81.84.54,5,247
223.81.80.54,5,247
223.81.80.81,5,247
223.81.80.70,5,247
223.81.88.161,6,247
223.81.80.106,5,247
223.81.87.125,5,247
223.81.87.158,6,247
223.81.87.213,6,247
223.81.80.45,8,247
223.81.80.82,7,247
223.81.84.66,5,247
223.81.80.127,7,247
223.81.80.170,5,247
223.81.80.199,7,247
223.81.88.150,6,45
223.81.80.31,10,247
223.81.80.177,6,247
223.81.80.143,7,247
223.81.80.101,5,247
223.81.80.83,6,247
223.81.84.10,6,247
223.81.80.107,5,247
223.81.87.155,5,247
223.81.80.41,5,247
223.81.80.161,8,247
223.81.80.172,8,247
223.81.84.12,8,247
223.81.87.128,5,247
223.81.87.132,6,247
223.81.87.193,5,247
223.81.88.87,303,246
223.81.84.18,6,247
223.81.80.189,5,247
223.81.80.145,5,247
223.81.84.34,5,247
223.81.80.11,6,247
223.81.80.146,5,247
223.81.87.205,5,247
223.81.84.6,5,247
223.81.87.221,9,247
223.81.80.4,6,247
223.81.80.84,5,247
223.81.87.186,9,247
223.81.84.23,5,247
223.81.80.102,5,247
223.81.87.249,5,247
223.81.87.143,5,247
223.81.87.139,5,247
223.81.87.228,8,247
223.81.80.55,5,247
223.81.84.71,5,247
223.81.84.22,9,247
223.81.87.177,5,247
223.81.88.155,6,45
223.81.88.81,6,247
223.81.87.242,6,247
223.81.80.57,5,247
223.81.87.170,5,247
223.81.80.62,6,247
223.81.87.245,5,247
223.81.80.10,5,247
223.81.88.29,6,54
223.81.87.230,6,247
223.81.80.181,6,247
223.81.87.248,5,247
223.81.87.255,5,247
223.81.92.150,10,55
223.81.87.216,6,247
223.81.80.198,9,247
223.81.84.50,5,247
223.81.80.42,5,247
223.81.88.148,7,45
223.81.87.157,8,247
223.81.84.11,5,247
223.81.84.55,5,247
223.81.84.68,5,247
223.81.80.191,5,247
223.81.80.8,5,247
223.81.87.185,6,247
223.81.88.116,7,55
223.81.114.161,9,55
223.81.80.157,5,247
223.81.87.187,5,247
223.81.84.56,5,247
223.81.80.132,5,247
223.81.80.18,5,247
223.81.80.12,5,247
223.81.87.217,5,247
223.81.80.99,5,247
223.81.84.4,5,247
223.81.87.197,5,247
223.81.80.61,5,247
223.81.87.129,6,247
223.81.84.61,7,247
223.81.80.20,5,247
223.81.80.98,6,247
223.81.80.44,6,247
223.81.80.1,5,247
223.81.87.141,6,247
223.81.80.141,6,247
223.81.84.48,6,247
223.81.80.2,5,247
223.81.80.176,6,247
223.81.84.57,6,247
223.81.87.203,5,247
223.81.84.60,6,247
223.81.84.15,5,247
223.81.80.129,6,247
223.81.87.223,5,247
223.81.88.147,6,45
223.81.80.92,5,247
223.81.80.51,5,247
223.81.80.111,5,247
223.81.80.171,6,247
223.81.88.113,7,247
223.81.80.184,5,247
223.81.87.204,5,247
223.81.80.93,6,247
223.81.88.27,6,54
223.81.87.241,5,247
223.81.84.19,5,247
223.81.80.40,5,247
223.81.80.182,6,247
223.81.87.192,5,247
223.81.87.244,5,247
223.81.87.243,8,247
223.81.84.2,5,247
223.81.80.19,5,247
223.81.84.24,5,247
223.81.80.196,5,247
223.81.84.21,5,247
223.81.80.5,5,247
223.81.87.209,5,247
223.81.80.103,7,247
223.81.80.133,13,247
223.81.87.149,5,247
223.81.87.190,5,247
223.81.87.240,5,247
223.81.80.67,5,247
223.81.87.196,6,247
223.81.80.3,6,247
223.81.80.136,6,247
223.81.87.251,5,247
223.81.80.87,5,247
223.81.80.21,5,247
223.81.80.153,5,247
223.81.87.215,9,247
223.81.87.146,5,247
