ip,rtt,ttl
218.201.104.152,8,55
218.201.101.225,5,247
218.201.123.33,669,246
218.201.103.141,7,247
218.201.110.2,7,119
218.201.104.142,10,54
218.201.111.13,23,55
218.201.104.205,8,55
218.201.111.66,10,55
218.201.112.190,7,118
218.201.101.219,8,55
218.201.104.131,10,54
218.201.125.182,12,54
218.201.104.252,8,55
218.201.111.113,12,246
218.201.107.71,9,54
218.201.111.177,5,247
218.201.104.191,7,55
218.201.111.52,9,55
218.201.99.137,6,245
218.201.97.89,5,248
218.201.113.174,8,55
218.201.100.131,10,246
218.201.96.237,6,245
218.201.97.106,6,246
218.201.103.137,8,247
218.201.97.119,6,246
218.201.108.185,7,119
218.201.122.129,915,246
218.201.123.108,10,53
218.201.117.171,6,246
218.201.105.55,6,245
218.201.111.162,8,55
218.201.105.146,7,119
218.201.120.6,12,246
218.201.126.85,19,244
218.201.104.133,8,54
218.201.110.250,11,55
218.201.96.130,6,54
218.201.96.159,6,248
218.201.97.241,5,248
218.201.104.145,7,54
218.201.115.255,5,248
218.201.116.233,8,247
218.201.101.161,5,247
218.201.108.22,6,55
218.201.121.100,11,244
218.201.121.61,16,54
218.201.107.147,7,55
218.201.125.185,11,54
218.201.97.50,7,247
218.201.104.4,12,55
218.201.109.140,9,55
218.201.116.146,6,246
218.201.99.2,8,55
218.201.104.231,7,55
218.201.112.53,8,246
218.201.112.33,6,247
218.201.114.33,8,246
218.201.126.252,10,245
218.201.96.230,6,247
218.201.120.143,13,247
218.201.120.123,9,246
218.201.119.182,7,247
218.201.97.202,8,246
218.201.123.36,14,54
218.201.103.33,6,247
218.201.98.151,5,247
218.201.101.149,8,55
218.201.110.241,9,247
218.201.105.122,10,55
218.201.98.105,5,247
218.201.122.9,9,243
218.201.96.234,10,246
218.201.109.68,19,55
218.201.101.154,9,55
218.201.115.21,8,55
218.201.97.253,6,248
218.201.97.22,7,247
218.201.119.250,5,248
218.201.107.253,10,55
218.201.104.140,8,54
218.201.105.100,9,246
218.201.98.121,5,247
218.201.111.1,6,247
218.201.111.217,8,55
218.201.125.180,13,245
218.201.102.37,5,247
218.201.114.53,10,247
218.201.108.154,7,55
218.201.100.161,7,247
218.201.97.34,7,245
218.201.105.97,7,247
218.201.107.113,7,247
218.201.104.141,10,54
218.201.104.223,10,55
218.201.99.218,9,55
218.201.112.126,9,55
218.201.97.61,5,248
218.201.116.142,6,246
218.201.112.52,8,55
218.201.125.181,11,54
218.201.103.129,6,247
218.201.99.73,9,247
218.201.104.247,8,55
218.201.121.1,13,242
218.201.115.81,9,247
218.201.119.253,6,248
218.201.105.3,7,55
218.201.104.68,23,119
218.201.125.108,11,54
218.201.96.222,5,247
218.201.98.92,7,54
218.201.97.98,8,247
218.201.104.65,5,247
218.201.117.163,6,246
218.201.97.5,6,245
218.201.104.162,7,55
218.201.111.181,8,55
218.201.125.119,10,245
218.201.113.49,5,247
218.201.103.147,8,55
218.201.125.202,11,54
218.201.121.129,13,242
218.201.96.160,6,247
218.201.123.173,14,242
218.201.97.117,5,246
218.201.103.90,9,55
218.201.114.5,7,247
218.201.120.227,6,247
218.201.120.225,10,247
218.201.114.140,8,56
218.201.101.242,9,55
218.201.127.58,15,245
218.201.104.208,7,55
218.201.100.166,9,246
218.201.101.173,9,55
218.201.98.170,6,247
218.201.111.69,11,55
218.201.112.193,7,247
218.201.105.57,8,118
218.201.104.143,10,54
218.201.101.177,5,247
218.201.122.6,9,243
218.201.125.248,10,53
218.201.115.44,8,55
218.201.121.90,21,244
218.201.125.183,15,54
218.201.126.97,12,246
218.201.97.249,9,248
218.201.122.10,12,51
218.201.103.222,7,119
218.201.113.144,9,55
218.201.98.173,7,247
218.201.120.110,12,246
218.201.104.146,8,54
218.201.97.238,7,245
218.201.103.211,8,246
218.201.114.68,10,55
218.201.99.21,6,247
218.201.104.250,7,55
218.201.105.25,8,55
218.201.112.235,9,246
218.201.113.10,9,55
218.201.119.201,9,246
218.201.100.17,6,245
218.201.99.74,7,119
218.201.123.113,13,246
218.201.113.65,5,247
218.201.119.254,12,247
218.201.108.17,5,247
218.201.99.162,7,55
218.201.104.235,7,55
218.201.111.252,9,55
218.201.109.38,153,55
218.201.96.218,6,247
218.201.113.120,111,119
218.201.112.220,8,55
218.201.104.240,9,55
218.201.120.86,10,245
218.201.102.97,5,247
218.201.109.52,10,246
218.201.112.225,7,247
218.201.97.30,7,245
218.201.97.213,7,248
218.201.97.250,6,247
218.201.103.3,9,55
218.201.119.191,5,248
218.201.98.39,6,55
218.201.122.178,7,54
218.201.117.90,6,246
218.201.123.137,10,246
218.201.110.129,6,247
218.201.120.131,6,247
218.201.104.174,6,55
218.201.117.178,7,246
218.201.125.214,8,54
218.201.125.124,11,54
218.201.123.213,8,54
218.201.98.89,6,246
218.201.97.122,6,245
218.201.96.194,10,247
218.201.109.157,9,55
218.201.115.137,6,45
218.201.109.17,12,247
218.201.109.28,12,246
218.201.116.238,8,245
218.201.116.218,9,245
218.201.103.57,10,247
218.201.98.55,7,55
218.201.97.251,7,248
218.201.110.145,7,247
218.201.101.188,8,55
218.201.108.49,7,247
218.201.97.101,5,248
218.201.103.74,8,119
218.201.117.91,7,246
218.201.113.5,11,119
218.201.101.153,8,55
