ip,rtt,ttl
60.209.18.237,5,55
60.209.47.43,6,55
60.209.16.84,7,55
60.209.27.44,6,55
60.209.50.43,1,55
60.209.53.76,6,55
60.209.58.180,3,55
60.209.54.156,2,55
60.209.25.54,7,55
60.209.57.156,4,55
60.209.34.213,7,55
60.209.63.4,1,55
60.209.51.85,3,55
60.209.25.14,2,55
60.209.32.223,5,55
60.209.40.184,6,55
60.209.41.220,2,55
60.209.58.164,4,55
60.209.59.206,7,55
60.209.40.144,7,55
60.209.49.179,1,55
60.209.34.231,5,55
60.209.18.135,6,55
60.209.57.36,6,55
60.209.8.60,7,55
60.209.54.90,2,55
60.209.45.72,6,246
60.209.47.189,6,55
60.209.55.46,6,55
60.209.62.140,8,55
60.209.22.10,3,55
60.209.49.197,6,55
60.209.23.125,2,55
60.209.59.194,7,55
60.209.55.6,5,55
60.209.60.150,6,55
60.209.63.108,1,55
60.209.34.234,3,55
60.209.57.54,8,55
60.209.63.68,2,55
60.209.35.40,3,55
60.209.62.158,4,55
60.209.31.17,3,55
60.209.51.9,6,246
60.209.23.151,8,55
60.209.23.169,11,119
60.209.41.241,2,55
60.209.52.240,2,55
60.209.33.241,7,55
60.209.58.88,5,55
60.209.31.43,6,55
60.209.31.61,9,55
60.209.11.102,4,55
60.209.49.200,2,55
60.209.34.37,9,55
60.209.51.121,2,55
60.209.16.101,3,55
60.209.46.130,2,246
60.209.50.6,6,55
60.209.62.161,5,55
60.209.57.57,8,55
60.209.57.119,8,55
60.209.36.116,59,55
60.209.48.207,4,55
60.209.41.44,5,55
60.209.24.117,5,55
60.209.56.64,2,55
60.209.49.3,6,55
60.209.62.223,7,55
60.209.58.200,7,55
60.209.51.165,7,55
60.209.53.140,2,55
60.209.23.171,3,55
60.209.53.122,6,55
60.209.32.30,6,55
60.209.61.168,9,55
60.209.18.100,6,55
60.209.58.244,4,55
60.209.58.226,4,55
60.209.40.161,6,55
60.209.61.220,4,55
60.209.13.91,11,55
60.209.18.90,2,55
60.209.34.199,16,55
60.209.47.166,1,55
60.209.54.109,1,55
60.209.10.209,7,55
60.209.55.23,6,55
60.209.41.206,2,55
60.209.51.167,1,55
60.209.59.213,2,55
60.209.60.127,6,55
60.209.15.208,9,55
60.209.53.142,7,55
60.209.63.85,8,55
60.209.49.165,1,55
60.209.34.189,7,55
60.209.57.22,6,55
60.209.58.246,4,55
60.209.10.176,2,55
60.209.23.102,8,55
60.209.62.126,5,55
60.209.18.99,6,55
60.209.41.196,7,55
60.209.32.51,2,55
60.209.15.175,4,55
60.209.40.12,11,55
60.209.49.155,1,55
60.209.38.211,1,55
60.209.23.12,7,55
60.209.27.29,2,55
60.209.8.98,3,55
60.209.57.12,8,55
60.209.8.143,8,55
60.209.47.17,1,55
60.209.33.123,6,55
60.209.62.116,6,55
60.209.34.198,8,55
60.209.13.142,5,55
60.209.13.97,9,55
60.209.51.98,3,55
60.209.22.93,9,55
60.209.54.130,7,55
60.209.35.202,3,55
60.209.4.17,1,248
60.209.53.73,2,55
60.209.59.234,7,55
60.209.41.205,2,55
60.209.58.177,3,55
60.209.48.89,1,55
60.209.49.164,3,55
60.209.35.78,3,55
60.209.35.123,4,55
60.209.8.250,3,55
60.209.54.97,2,55
60.209.55.202,6,55
60.209.51.8,1,55
60.209.13.249,9,55
60.209.61.50,5,55
60.209.62.125,6,55
60.209.42.85,6,247
60.209.22.200,4,55
60.209.59.201,4,55
60.209.50.44,2,55
60.209.22.227,3,55
60.209.58.87,2,55
60.209.50.89,6,55
60.209.18.248,4,55
60.209.10.142,6,55
60.209.57.157,8,55
60.209.15.141,3,55
60.209.10.156,9,55
60.209.11.170,8,55
60.209.13.52,8,55
60.209.63.5,1,55
60.209.15.155,6,55
60.209.24.92,6,55
60.209.53.49,6,55
60.209.29.209,0,247
60.209.39.239,0,247
60.209.18.51,1,55
60.209.13.72,7,55
60.209.19.238,10,55
60.209.18.71,2,55
60.209.58.153,4,55
60.209.50.196,7,55
60.209.50.223,3,55
60.209.52.171,6,55
60.209.23.55,8,55
60.209.25.99,2,55
60.209.31.254,7,55
60.209.52.198,3,55
60.209.58.19,8,55
60.209.54.101,6,55
60.209.33.12,8,55
60.209.27.1,5,247
60.209.34.150,6,55
60.209.40.229,5,55
60.209.18.170,2,55
60.209.36.229,6,247
60.209.34.170,8,55
60.209.58.46,12,55
60.209.59.205,7,55
60.209.10.60,9,55
60.209.41.157,2,55
60.209.34.55,4,55
60.209.21.239,2,247
60.209.54.63,5,55
60.209.10.96,6,55
60.209.49.116,4,55
60.209.27.100,11,55
60.209.54.77,2,55
60.209.15.95,8,55
60.209.24.10,8,55
60.209.47.234,6,55
60.209.24.46,4,55
60.209.59.181,8,55
60.209.55.91,6,55
60.209.41.62,1,55
60.209.56.229,2,55
60.209.49.136,2,55
60.209.35.13,3,55
60.209.23.107,3,55
60.209.49.21,1,55
60.209.62.77,3,55
60.209.53.26,2,55
60.209.31.158,2,55
60.209.63.153,6,55
60.209.56.134,2,55
60.209.62.97,11,55
60.209.51.73,6,55
60.209.58.130,8,55
60.209.49.235,1,55
60.209.53.48,5,55
60.209.8.146,9,55
60.209.11.150,6,55
60.209.13.145,3,55
60.209.58.152,4,55
60.209.52.6,2,55
60.209.62.196,3,55
60.209.22.96,3,55
60.209.51.103,2,55
60.209.11.99,5,55
60.209.16.149,6,55
60.209.53.78,2,55
60.209.10.132,1,55
60.209.54.17,9,55
60.209.16.98,6,55
60.209.33.214,8,55
60.209.11.243,11,55
60.209.13.25,4,55
60.209.35.126,4,55
60.209.58.182,5,55
60.209.15.131,4,55
60.209.59.121,7,55
60.209.25.79,1,55
60.209.16.242,1,55
60.209.21.93,5,247
60.209.13.138,8,55
60.209.24.82,8,55
60.209.40.209,2,55
60.209.25.172,2,55
60.209.11.233,7,55
60.209.48.180,6,55
60.209.22.89,2,55
60.209.34.123,5,55
60.209.34.88,8,55
60.209.50.92,5,55
60.209.16.232,2,55
60.209.45.137,6,55
60.209.33.85,8,55
60.209.56.37,1,55
60.209.35.119,3,55
60.209.52.67,5,55
60.209.47.214,9,55
60.209.35.164,9,55
60.209.61.141,9,55
60.209.23.74,9,55
60.209.23.201,2,55
60.209.47.163,1,55
60.209.55.71,2,55
60.209.11.51,4,55
60.209.25.162,2,55
60.209.11.196,5,55
60.209.41.130,2,55
60.209.18.124,2,55
60.209.41.95,6,55
60.209.49.54,1,55
60.209.18.122,7,55
60.209.42.126,3,55
60.209.8.244,7,55
60.209.49.89,31,55
60.209.16.50,2,55
60.209.55.20,2,55
60.209.16.195,2,55
60.209.33.75,5,55
60.209.56.167,7,55
60.209.13.243,8,55
60.209.54.53,2,55
60.209.31.93,6,55
60.209.60.124,2,55
60.209.35.154,5,55
60.209.63.133,7,55
60.209.10.223,2,55
60.209.24.236,4,55
60.209.63.82,5,55
60.209.25.125,2,55
60.209.61.12,3,55
60.209.45.220,14,55
60.209.62.15,9,55
60.209.22.194,4,55
60.209.52.60,6,55
60.209.34.223,8,55
60.209.59.157,6,55
60.209.34.221,5,55
60.209.63.46,6,55
60.209.33.38,7,55
60.209.15.222,10,55
60.209.48.41,7,55
60.209.10.50,6,55
60.209.40.110,2,55
60.209.19.35,6,55
60.209.15.213,8,55
60.209.40.255,1,55
60.209.55.154,2,55
60.209.41.230,2,55
60.209.30.86,5,55
60.209.38.47,1,247
60.209.53.45,10,55
60.209.53.172,7,55
60.209.15.7,7,55
60.209.24.152,6,55
60.209.15.49,9,55
60.209.49.189,7,55
60.209.41.228,7,55
60.209.13.31,10,55
60.209.23.214,3,55
60.209.58.149,7,55
60.209.59.20,5,55
60.209.47.115,6,55
60.209.24.143,8,55
60.209.63.216,4,55
60.209.11.119,6,55
60.209.48.4,6,55
60.209.18.30,3,55
60.209.49.187,2,55
60.209.40.26,1,55
60.209.57.46,8,55
60.209.54.228,2,55
60.209.55.117,2,55
60.209.16.118,6,55
60.209.57.44,5,55
60.209.62.150,9,55
60.209.8.91,8,55
60.209.40.17,4,55
60.209.60.76,8,55
60.209.34.59,7,55
60.209.34.92,7,55
60.209.26.216,2,55
60.209.62.148,8,55
60.209.8.64,8,55
60.209.52.165,7,55
60.209.31.106,7,55
60.209.58.13,3,55
60.209.18.201,6,55
60.209.22.41,8,55
60.209.47.31,1,55
60.209.25.48,6,55
60.209.63.179,5,55
60.209.41.99,2,55
60.209.41.66,6,55
60.209.22.14,2,55
60.209.27.158,2,55
60.209.54.144,7,55
60.209.49.25,1,55
60.209.35.71,8,55
60.209.54.135,4,55
60.209.51.210,7,55
60.209.51.252,7,55
60.209.59.248,4,55
60.209.40.178,2,55
60.209.49.95,1,55
60.209.56.138,6,55
60.209.56.171,6,55
60.209.53.185,2,55
60.209.35.44,12,55
60.209.59.239,5,55
60.209.45.106,2,55
60.209.25.245,1,55
60.209.61.242,7,55
60.209.56.208,6,55
60.209.62.19,8,55
60.209.22.224,9,55
60.209.59.33,8,55
60.209.59.75,8,55
60.209.50.37,7,55
60.209.55.40,6,55
60.209.33.158,8,55
60.209.35.237,8,55
60.209.57.150,5,55
60.209.50.10,6,55
60.209.23.87,3,55
60.209.10.189,7,55
60.209.63.102,6,55
60.209.62.254,2,55
