ip,rtt,ttl
122.4.93.32,6,54
122.4.92.36,10,54
122.4.70.202,16,54
122.4.84.43,4,246
122.4.92.18,17,54
122.4.75.255,4,245
122.4.93.239,13,54
122.4.75.249,3,244
122.4.73.41,15,245
122.4.80.28,13,244
122.4.93.158,11,54
122.4.93.45,16,54
122.4.70.65,9,53
122.4.70.226,7,54
122.4.84.9,16,245
122.4.70.237,11,54
122.4.85.225,9,246
122.4.92.196,11,54
122.4.70.92,15,54
122.4.84.13,14,245
122.4.93.98,15,245
122.4.70.142,4,54
122.4.92.138,17,54
122.4.81.10,11,53
122.4.85.167,9,246
122.4.83.50,7,53
122.4.75.254,5,53
122.4.81.47,10,245
122.4.92.137,7,54
122.4.85.157,8,246
122.4.92.83,16,53
122.4.70.200,11,54
122.4.93.217,9,54
122.4.84.3,17,246
122.4.92.41,10,54
122.4.70.69,10,54
122.4.70.154,4,54
122.4.73.147,5,245
122.4.73.179,14,245
122.4.93.71,10,54
122.4.92.17,14,54
122.4.75.253,13,245
122.4.70.250,12,54
122.4.81.41,13,245
122.4.83.1,9,245
122.4.92.90,10,54
122.4.70.64,14,118
122.4.92.210,10,54
122.4.82.190,16,117
122.4.81.42,9,117
122.4.73.69,12,245
122.4.70.171,16,54
122.4.72.111,2,245
122.4.84.41,11,246
122.4.92.221,20,54
122.4.70.235,9,53
122.4.93.81,12,118
122.4.92.58,5,54
122.4.70.176,18,54
122.4.93.99,13,54
122.4.92.21,7,54
122.4.92.235,17,54
122.4.70.173,14,54
122.4.75.89,11,245
122.4.92.44,7,54
122.4.72.241,8,245
122.4.73.197,13,245
122.4.81.171,8,245
122.4.93.225,11,54
122.4.73.71,13,245
122.4.83.17,8,245
122.4.84.68,13,244
122.4.93.20,13,54
122.4.93.137,10,54
122.4.92.175,5,54
122.4.92.42,12,54
122.4.81.170,67,53
122.4.85.142,6,54
122.4.82.90,118,244
122.4.81.102,5,244
122.4.92.60,12,54
122.4.70.75,3,54
122.4.82.132,8,48
122.4.92.192,6,54
122.4.93.222,11,54
122.4.72.199,7,245
122.4.92.72,13,54
122.4.70.254,17,54
122.4.84.123,13,246
122.4.92.161,7,54
122.4.92.85,16,54
122.4.92.97,11,54
122.4.74.217,14,245
122.4.81.169,4,245
122.4.92.114,10,118
122.4.92.98,11,54
122.4.70.120,5,54
122.4.93.245,8,54
122.4.84.67,7,245
122.4.70.189,7,54
122.4.80.31,11,245
122.4.93.189,7,54
122.4.92.170,10,118
122.4.72.197,2,245
122.4.75.95,8,245
122.4.73.239,4,245
122.4.93.52,14,54
122.4.70.42,10,53
122.4.93.79,14,54
122.4.93.249,12,54
122.4.93.21,9,54
122.4.72.183,14,245
122.4.85.143,13,246
122.4.70.195,10,54
122.4.93.181,11,54
122.4.72.49,16,244
122.4.92.68,13,54
122.4.70.24,13,54
122.4.92.134,12,54
122.4.92.95,5,54
122.4.92.143,11,54
122.4.84.69,3,245
122.4.92.107,9,54
122.4.93.126,18,118
122.4.84.90,5,54
122.4.70.106,13,54
122.4.92.128,12,54
122.4.82.177,14,245
122.4.70.59,21,54
122.4.92.218,6,54
122.4.93.76,3,54
122.4.70.177,17,54
122.4.93.241,10,54
122.4.80.25,11,244
122.4.80.23,13,244
122.4.70.225,3,54
122.4.92.76,11,54
122.4.70.82,8,54
122.4.93.47,11,54
122.4.93.93,11,54
122.4.70.102,5,54
122.4.84.66,2,245
122.4.84.122,4,245
