ip,rtt,ttl
117.132.15.155,9,55
117.132.15.99,12,55
117.132.15.22,8,54
117.132.15.153,7,247
117.132.15.130,9,55
117.132.15.44,7,55
117.132.15.41,6,247
117.132.15.185,7,247
117.132.15.18,13,246
117.132.15.33,6,247
117.132.15.202,10,53
117.132.15.55,6,246
117.132.15.100,8,55
117.132.15.161,11,245
117.132.15.101,8,55
117.132.15.52,9,117
117.132.15.110,13,246
117.132.15.87,8,119
117.132.15.241,6,247
117.132.15.199,8,53
117.132.15.121,6,247
117.132.15.115,8,55
117.132.15.108,9,55
117.132.15.107,8,55
117.132.15.25,6,247
117.132.15.131,10,55
117.132.15.57,6,245
117.132.15.1,5,247
117.132.15.124,8,21
117.132.15.237,6,245
117.132.15.82,9,54
117.132.15.203,7,53
117.132.15.169,6,247
117.132.15.98,10,55
117.132.15.158,9,55
117.132.15.105,7,247
117.132.15.114,7,55
117.132.15.91,9,54
117.132.15.106,8,246
117.132.15.50,10,55
117.132.15.219,8,55
117.132.15.157,9,55
117.132.15.187,9,119
117.132.15.129,6,247
117.132.15.93,7,119
117.132.15.217,6,247
117.132.15.200,8,53
117.132.15.132,10,118
117.132.15.137,6,247
117.132.15.94,9,246
117.132.15.97,6,247
117.132.15.70,14,246
117.132.15.65,7,247
117.132.15.113,5,247
117.132.15.4,8,246
117.132.15.225,6,247
117.132.15.6,9,246
117.132.15.165,6,245
117.132.15.49,9,246
117.132.15.81,6,247
117.132.15.73,5,247
117.132.15.84,8,55
117.132.15.17,8,247
117.132.15.249,5,247
117.132.15.145,7,247
117.132.15.253,7,55
