ip,rtt,ttl
114.215.39.226,5,96
114.215.111.39,5,121
114.215.125.40,0,56
114.215.62.82,0,56
114.215.49.226,0,119
114.215.120.55,0,120
114.215.39.65,0,96
114.215.74.221,0,99
114.215.49.48,0,119
114.215.112.196,1,56
114.215.114.229,1,120
114.215.59.120,1,119
114.215.49.178,0,119
114.215.62.125,1,119
114.215.74.105,1,99
114.215.48.143,6,119
114.215.39.162,5,96
114.215.81.160,5,57
114.215.48.228,5,119
114.215.51.161,4,119
114.215.59.72,0,119
114.215.51.85,1,119
114.215.48.240,1,119
114.215.55.173,1,119
114.215.55.12,0,119
114.215.55.97,0,119
114.215.51.97,1,119
114.215.64.60,0,63
114.215.25.160,1,121
114.215.62.77,0,119
114.215.84.143,0,57
114.215.115.91,1,121
114.215.114.227,2,56
114.215.48.13,1,119
114.215.55.109,1,119
114.215.63.252,1,119
114.215.75.54,0,95
114.215.50.126,0,119
114.215.125.246,0,120
114.215.60.20,2,119
114.215.74.149,0,99
114.215.74.234,0,99
114.215.40.10,3,57
114.215.50.82,1,119
114.215.63.25,0,119
114.215.24.183,0,127
114.215.81.88,1,62
114.215.74.246,0,99
114.215.110.212,1,121
114.215.43.206,1,121
114.215.54.55,0,120
114.215.54.134,0,120
114.215.59.232,1,119
114.215.81.185,0,120
114.215.51.213,1,119
114.215.51.201,1,119
114.215.58.67,1,119
114.215.58.146,1,119
114.215.119.157,0,121
114.215.125.176,1,57
114.215.74.19,0,99
114.215.62.237,8,119
114.215.55.213,1,119
114.215.55.225,1,119
114.215.52.3,1,119
114.215.27.86,5,57
114.215.53.165,4,119
114.215.38.236,1,96
114.215.39.33,0,96
114.215.25.57,1,101
114.215.56.15,6,119
114.215.57.177,1,119
114.215.61.72,1,119
114.215.61.151,1,119
114.215.119.200,1,56
114.215.24.110,0,120
114.215.48.58,1,119
114.215.48.111,1,119
114.215.30.222,0,56
114.215.60.182,2,119
114.215.68.162,0,56
114.215.114.200,4,56
114.215.126.11,3,121
114.215.80.170,2,57
114.215.50.171,1,119
114.215.50.224,1,119
114.215.75.94,0,95
114.215.75.106,0,95
114.215.45.105,5,121
114.215.72.66,1,60
114.215.39.163,0,96
114.215.110.225,0,120
114.215.82.33,0,56
114.215.82.45,1,57
114.215.53.100,2,119
114.215.60.65,0,119
114.215.54.236,0,120
