ip,rtt,ttl
39.77.191.161,3,55
39.77.174.101,5,55
39.77.129.24,6,55
39.77.174.200,5,55
39.77.193.45,7,55
39.77.175.25,8,55
39.77.207.122,14,55
39.77.187.169,5,55
39.77.243.54,9,55
39.77.150.194,2,55
39.77.221.251,12,55
39.77.182.211,2,55
39.77.145.190,2,55
39.77.167.24,8,55
39.77.214.74,11,55
39.77.231.163,13,55
39.77.232.46,12,55
39.77.218.168,6,55
39.77.172.207,3,55
39.77.196.189,9,55
39.77.224.53,12,55
39.77.137.25,4,55
39.77.179.105,3,55
39.77.154.254,5,55
39.77.144.136,1,55
39.77.179.204,8,55
39.77.192.208,11,55
39.77.250.108,8,55
39.77.199.58,11,55
39.77.194.98,6,55
39.77.188.114,2,55
39.77.151.39,2,55
39.77.250.244,8,55
39.77.150.225,6,55
39.77.181.138,5,55
39.77.200.111,6,55
39.77.168.101,8,55
39.77.239.216,11,55
39.77.243.186,9,55
39.77.222.230,9,55
39.77.145.101,2,55
39.77.195.43,6,55
39.77.162.53,8,55
39.77.157.8,7,55
39.77.244.69,7,55
39.77.157.78,6,55
39.77.177.211,4,55
39.77.173.64,8,55
39.77.226.85,13,55
39.77.160.74,4,55
39.77.185.179,7,55
39.77.186.22,6,55
39.77.198.221,6,55
39.77.206.39,13,55
39.77.215.20,7,55
39.77.215.24,7,55
39.77.186.103,6,55
39.77.212.115,11,55
39.77.208.33,11,55
39.77.149.171,6,55
39.77.165.166,3,55
39.77.191.181,7,55
39.77.220.165,8,55
39.77.155.210,2,55
39.77.207.196,8,55
39.77.236.88,11,55
39.77.237.110,9,55
39.77.212.176,10,55
39.77.182.74,3,55
39.77.199.207,8,55
39.77.150.136,2,55
39.77.215.130,12,55
39.77.238.120,8,55
39.77.192.6,11,55
39.77.209.86,6,55
39.77.230.144,9,55
39.77.167.145,8,55
39.77.251.120,14,55
39.77.177.77,7,55
39.77.162.154,9,55
39.77.178.68,5,55
39.77.210.182,6,55
39.77.148.93,6,55
39.77.191.82,6,55
39.77.184.142,6,55
39.77.219.79,10,55
39.77.153.128,2,55
39.77.198.11,6,55
39.77.175.20,4,55
39.77.228.79,8,55
39.77.212.83,8,55
39.77.193.53,6,55
39.77.187.233,1,55
39.77.161.30,4,55
39.77.215.191,8,55
39.77.228.75,12,55
39.77.156.175,2,55
39.77.247.101,13,55
39.77.221.15,12,55
39.77.242.229,9,55
39.77.213.229,8,55
39.77.167.176,5,55
39.77.167.246,4,55
39.77.183.151,3,55
39.77.171.117,7,55
39.77.204.149,8,55
39.77.240.178,8,55
39.77.189.188,2,55
39.77.166.122,6,55
39.77.250.163,13,55
39.77.194.162,11,55
39.77.171.218,8,55
39.77.214.174,11,55
39.77.239.99,12,55
39.77.196.117,7,55
39.77.245.31,13,55
39.77.224.220,12,55
39.77.129.117,1,55
39.77.180.24,1,55
39.77.154.29,6,55
39.77.234.254,7,55
39.77.198.241,7,55
39.77.164.243,4,55
39.77.249.153,8,55
39.77.198.142,10,55
39.77.132.22,6,55
39.77.237.34,7,55
39.77.221.76,11,55
39.77.235.2,14,55
39.77.208.41,6,55
39.77.237.30,8,55
39.77.186.98,6,55
39.77.220.239,7,55
39.77.228.185,13,55
39.77.228.246,8,55
39.77.235.108,11,55
39.77.175.232,3,55
39.77.134.59,3,55
39.77.182.195,2,55
39.77.176.222,3,55
39.77.167.87,8,55
39.77.222.129,12,55
39.77.243.208,12,55
39.77.176.152,9,55
39.77.171.59,2,55
39.77.141.178,3,55
39.77.226.252,6,55
39.77.195.239,11,55
39.77.202.130,11,55
39.77.251.142,8,55
39.77.196.230,10,55
39.77.182.226,2,55
39.77.188.98,6,55
39.77.135.159,3,55
39.77.183.40,7,55
39.77.223.74,9,55
39.77.205.223,11,55
39.77.233.175,9,55
39.77.170.79,3,55
39.77.139.99,4,55
39.77.247.25,8,55
39.77.212.103,8,55
39.77.237.140,8,55
39.77.212.4,11,55
39.77.247.21,12,55
39.77.235.169,8,55
39.77.192.1,9,247
39.77.212.184,11,55
39.77.180.236,7,55
39.77.143.90,4,55
39.77.204.12,7,55
39.77.221.225,12,55
39.77.181.172,1,55
39.77.143.48,8,55
39.77.235.76,8,55
39.77.247.131,9,55
