mode,289.0
IPnum,5888
344,0.002548
285,0.007303
286,0.011719
287,0.013757
288,0.019701
289,0.028702
290,0.024117
291,0.020211
292,0.019022
293,0.011379
294,0.009001
295,0.006454
297,0.002378
296,0.003057
309,0.001359
310,0.001189
320,0.001868
322,0.001189
323,0.002887
324,0.001529
325,0.001529
331,0.001529
334,0.001698
335,0.001529
336,0.001529
337,0.002208
338,0.002717
339,0.001698
340,0.002378
341,0.002038
342,0.002717
343,0.002378
345,0.001529
346,0.002038
347,0.001868
348,0.002208
349,0.001359
350,0.002038
351,0.001189
352,0.003227
353,0.001868
354,0.002208
355,0.004076
356,0.004755
357,0.008322
358,0.008322
359,0.012228
360,0.01002
361,0.013417
362,0.014266
363,0.012228
364,0.0107
365,0.015795
366,0.012908
367,0.011719
368,0.01087
369,0.013417
370,0.01002
371,0.009511
372,0.01002
373,0.011889
374,0.009171
375,0.008832
376,0.009511
377,0.009001
378,0.008152
379,0.008662
380,0.008832
381,0.008832
382,0.012058
383,0.01036
384,0.01036
385,0.012738
386,0.013247
387,0.011379
388,0.009001
389,0.011719
390,0.01002
391,0.01087
392,0.01002
393,0.01087
394,0.007303
395,0.008322
396,0.007473
397,0.007133
398,0.007133
399,0.007812
400,0.007133
401,0.006624
402,0.004586
403,0.006793
404,0.007303
405,0.005774
406,0.005774
407,0.004755
408,0.005605
409,0.005944
410,0.003736
411,0.002717
412,0.004246
413,0.004925
414,0.004925
415,0.003567
416,0.004246
417,0.002887
418,0.004076
419,0.004755
420,0.006793
421,0.009171
422,0.014266
423,0.022249
424,0.023947
425,0.024796
426,0.019192
427,0.015965
428,0.01087
429,0.006114
430,0.002548
431,0.003397
433,0.002038
434,0.002038
436,0.001698
432,0.001529
440,0.001189
441,0.002548
442,0.002548
443,0.005944
444,0.009681
445,0.008492
446,0.007473
447,0.005095
448,0.003906
